ts,load
1604211974,20.1
1604211976,0
1604211977,0
1604211978,6.7
1604211979,0
1604211980,6.7
1604211981,50
1604211983,37.5
1604211984,50
1604211985,146.7
1604211986,40
1604211987,37.4
1604211988,53.3
1604211990,53.4
1604211991,33.3
1604211992,37.4
1604211993,46.7
1604211994,53.4
1604211995,25
1604211997,46.7
1604211998,66.7
1604211999,40
1604212000,25
1604212001,56.2
1604212003,56.2
1604212004,37.5
1604212005,31.2
1604212006,40
1604212007,46.7
1604212008,50
1604212010,33.4
1604212011,68.6
1604212012,50
1604212013,56.2
1604212014,46.7
1604212015,31.2
1604212017,40
1604212018,53.3
1604212019,43.8
1604212020,26.7
1604212021,50
1604212023,56.2
1604212024,46.7
1604212025,37.4
1604212026,31.2
1604212027,66.7
1604212028,50
1604212030,31.2
1604212031,49.9
1604212032,56.2
1604212033,33.3
1604212034,40
1604212035,40
1604212037,50
1604212038,53.4
1604212039,37.4
1604212040,37.4
1604212041,43.8
1604212043,43.8
1604212044,31.2
1604212045,33.3
1604212046,56.2
1604212047,53.3
1604212048,31.2
1604212050,40
1604212051,60
1604212052,53.3
1604212053,46.7
1604212054,31.2
1604212055,37.4
1604212057,53.4
1604212058,46.7
1604212059,33.3
1604212060,40
1604212061,50
1604212063,50
1604212064,37.5
1604212065,26.7
1604212066,50
1604212067,56.2
1604212068,50
1604212070,37.4
1604212071,53.3
1604212072,60
1604212073,33.3
1604212074,37.4
1604212075,31.2
1604212077,60
1604212078,33.3
1604212079,25
1604212080,50
1604212081,56.2
1604212083,68.6
1604212084,37.5
1604212085,33.3
1604212086,56.2
1604212087,56.2
1604212088,31.2
1604212090,37.4
1604212091,62.5
1604212092,60
1604212093,43.6
1604212094,26.7
1604212095,43.8
1604212097,66.7
1604212098,33.3
1604212099,31.2
1604212100,50
1604212101,53.4
1604212102,33.4
1604212104,37.5
1604212105,56.2
1604212106,43.8
1604212107,43.7
1604212108,40
1604212110,40
1604212111,50
1604212112,40
1604212113,31.2
1604212114,40
1604212115,53.3
1604212117,31.2
1604212118,40
1604212119,50
1604212120,50
1604212121,37.4
1604212122,26.7
1604212124,53.4
1604212125,53.4
1604212126,37.5
1604212127,25
1604212128,37.5
1604212130,73.4
1604212131,66.7
1604212132,37.4
1604212133,40
1604212134,62.5
1604212135,31.2
1604212137,26.7
1604212138,37.4
1604212139,53.3
1604212140,62.4
1604212141,29.4
1604212142,33.3
1604212144,37.4
1604212145,56.2
1604212146,43.7
1604212147,46.7
1604212148,40
1604212150,53.3
1604212151,43.7
1604212152,37.5
1604212153,56.2
1604212154,46.7
1604212155,46.7
1604212157,31.2
1604212158,37.5
1604212159,41.2
1604212160,43.7
1604212161,46.7
1604212162,31.2
1604212164,53.4
1604212165,46.7
1604212166,46.7
1604212167,26.7
1604212168,43.8
1604212170,56.2
1604212171,50
1604212172,37.4
1604212173,40
1604212174,53.4
1604212175,40
1604212177,35.3
1604212178,26.7
1604212179,37.5
1604212180,60
1604212181,43.7
1604212182,18.8
1604212184,49.9
1604212185,60
1604212186,43.8
1604212187,25
1604212188,62.4
1604212190,43.8
1604212191,50
1604212192,31.2
1604212193,40
1604212194,50
1604212195,53.3
1604212197,43.7
1604212198,31.2
1604212199,46.7
1604212200,60
