ts,load
1604207190,6.7
1604207191,6.2
1604207193,0
1604207194,0
1604207195,6.7
1604207196,6.7
1604207197,6.7
1604207198,0
1604207200,0
1604207201,0
1604207202,0
1604207203,6.7
1604207204,0
1604207205,13.4
1604207207,0
1604207208,0
1604207209,0
1604207210,6.7
1604207211,0
1604207212,6.7
1604207214,0
1604207215,0
1604207216,6.7
1604207217,0
1604207218,0
1604207219,6.2
1604207221,6.7
1604207222,0
1604207223,0
1604207224,0
1604207225,0
1604207226,18.7
1604207228,68.7
1604207229,43.8
1604207230,86.7
1604207231,86.7
1604207232,31.2
1604207234,50
1604207235,33.3
1604207236,33.4
1604207237,46.7
1604207238,46.7
1604207239,25
1604207241,31.2
1604207242,50
1604207243,26.7
1604207244,33.3
1604207245,46.7
1604207246,33.3
1604207248,40
1604207249,35.3
1604207250,43.8
1604207251,31.2
1604207252,37.4
1604207253,46.7
1604207255,33.3
1604207256,26.7
1604207257,40
1604207258,46.7
1604207259,31.2
1604207260,26.7
1604207262,50
1604207263,33.3
1604207264,26.7
1604207265,40
1604207266,46.7
1604207267,26.7
1604207269,37.5
1604207270,40
1604207271,31.2
1604207272,46.7
1604207273,53.4
1604207274,40
1604207276,26.7
1604207277,46.7
1604207278,31.2
1604207279,20
1604207280,37.4
1604207281,46.7
1604207283,43.6
1604207284,26.7
1604207285,53.3
1604207286,40
1604207287,20
1604207289,33.3
1604207290,46.7
1604207291,25
1604207292,31.2
1604207293,37.5
1604207294,33.3
1604207296,20
1604207297,53.4
1604207298,40
1604207299,26.7
1604207300,40
1604207301,53.4
1604207303,33.4
1604207304,33.3
1604207305,53.4
1604207306,37.5
1604207307,40
1604207308,43.7
1604207310,46.7
1604207311,20
1604207312,33.3
1604207313,43.8
1604207314,25
1604207315,37.4
1604207317,37.5
1604207318,33.3
1604207319,26.7
1604207320,46.7
1604207321,49.9
1604207322,25
1604207324,37.5
1604207325,46.7
1604207326,20
1604207327,46.7
1604207328,53.4
1604207329,33.4
1604207331,25
1604207332,43.8
1604207333,43.6
1604207334,25
1604207335,37.4
1604207336,40
1604207338,18.8
1604207339,33.3
1604207340,43.8
1604207341,25
1604207342,25
1604207344,35.3
1604207345,53.4
1604207346,26.7
1604207347,40
1604207348,40
1604207349,46.7
1604207351,18.8
1604207352,46.7
1604207353,25
1604207354,25
1604207355,60
1604207356,33.3
1604207358,18.8
1604207359,43.8
1604207360,56.2
1604207361,20
1604207362,46.7
1604207363,40
1604207365,53.4
1604207366,20
1604207367,53.4
1604207368,6.7
1604207369,40
1604207370,33.4
1604207372,33.3
1604207373,31.2
1604207374,26.7
1604207375,49.9
1604207376,40
1604207377,26.7
1604207379,31.2
1604207380,43.8
1604207381,31.2
1604207382,26.7
1604207383,46.7
1604207384,40
1604207386,26.7
1604207387,40
1604207388,37.5
1604207389,25
1604207390,40
1604207392,53.3
1604207393,40
1604207394,18.8
1604207395,46.7
1604207396,40
1604207397,33.4
1604207399,40
1604207400,43.8
1604207401,40
1604207402,25
1604207403,50
1604207404,18.8
1604207406,33.3
1604207407,31.2
1604207408,46.7
1604207409,40
1604207410,33.4
1604207411,40
1604207413,33.3
1604207414,50
1604207415,31.2
1604207416,43.8
1604207417,26.7
1604207418,40
1604207420,18.8
1604207421,53.4
1604207422,31.2
1604207423,43.8
1604207424,18.8
1604207425,43.7
1604207427,43.8
1604207428,26.7
1604207429,33.3
1604207430,26.7
1604207431,24.9
1604207432,40
1604207434,33.4
1604207435,13.3
1604207436,40
1604207437,40
1604207438,46.7
1604207439,53.4
1604207441,26.7
1604207442,37.5
1604207443,40
1604207444,33.4
1604207445,43.7
1604207447,53.4
1604207448,25
1604207449,33.4
1604207450,37.5
1604207451,43.7
1604207452,26.7
1604207454,37.5
1604207455,40
1604207456,33.4
1604207457,26.7
1604207458,13.4
1604207459,26.7
1604207461,40
1604207462,46.7
1604207463,43.8
1604207464,37.5
1604207465,25
1604207466,37.5
1604207468,50
1604207469,25
1604207470,43.8
1604207471,46.7
1604207472,33.3
1604207473,26.7
1604207475,40
1604207476,26.7
1604207477,40
1604207478,60
1604207479,31.2
1604207480,33.3
1604207482,53.4
1604207483,25
1604207484,25
1604207485,43.8
1604207486,33.3
1604207487,43.7
1604207489,53.4
1604207490,53.4
1604207491,40
1604207492,40
1604207493,53.3
1604207494,31.2
1604207496,26.7
1604207497,29.4
1604207498,53.4
1604207499,40.1
1604207500,40
1604207502,53.4
1604207503,43.7
1604207504,40
1604207505,6.7
1604207506,33.3
1604207507,26.7
1604207509,50
1604207510,43.7
1604207511,31.2
1604207512,31.2
1604207513,37.5
1604207514,18.8
1604207516,31.2
1604207517,53.3
1604207518,40
1604207519,26.7
1604207520,37.4
1604207521,43.8
1604207523,33.4
1604207524,33.4
1604207525,46.7
1604207526,33.3
1604207527,43.7
1604207528,33.3
1604207530,31.2
1604207531,40
1604207532,20
1604207533,43.8
1604207534,46.7
1604207535,53.4
1604207537,60
1604207538,26.7
1604207539,40
1604207540,43.8
1604207541,56.2
1604207542,33.4
1604207544,43.8
1604207545,33.3
1604207546,25
1604207547,37.5
1604207548,40
1604207549,20
1604207551,40
1604207552,37.5
1604207553,33.3
1604207554,26.7
1604207555,46.7
1604207556,33.3
1604207558,26.7
1604207559,50
1604207560,31.2
1604207561,40
1604207562,26.7
1604207563,40
1604207565,40
1604207566,26.7
1604207567,43.8
1604207568,25
1604207569,26.7
1604207571,37.5
1604207572,43.7
1604207573,25
1604207574,40
1604207575,40
1604207576,31.2
1604207578,40
1604207579,43.8
1604207580,33.4
1604207581,31.2
1604207582,43.7
1604207583,40
1604207585,26.7
1604207586,40
1604207587,46.7
1604207588,25
1604207589,37.4
1604207590,46.7
1604207592,37.5
1604207593,25
1604207594,35.3
1604207595,43.8
1604207596,33.3
1604207597,33.4
1604207599,37.5
1604207600,37.5
1604207601,20
1604207602,31.2
1604207603,50
1604207604,37.4
1604207606,31.2
1604207607,53.4
1604207608,33.3
1604207609,20
1604207610,40
1604207611,40
1604207613,26.7
1604207614,43.8
1604207615,43.8
1604207616,20
1604207617,31.2
1604207619,60
1604207620,31.2
1604207621,26.7
1604207622,46.7
1604207623,40
1604207624,20
1604207626,33.3
1604207627,46.7
1604207628,25
1604207629,33.3
1604207630,53.4
1604207631,26.7
1604207633,33.3
1604207634,46.7
1604207635,46.7
1604207636,20
1604207637,66.7
1604207638,53.4
1604207640,26.7
1604207641,26.7
1604207642,37.5
1604207643,40
1604207644,25
1604207645,40
1604207647,53.4
1604207648,25
1604207649,31.2
1604207650,50
1604207651,40
1604207652,31.2
1604207654,56.2
1604207655,33.3
1604207656,26.7
1604207657,37.5
1604207658,40
1604207659,40.1
1604207661,31.2
1604207662,50
1604207663,37.4
1604207664,31.2
1604207665,56.2
1604207666,31.2
1604207668,26.7
1604207669,46.7
1604207670,40
1604207671,26.7
1604207672,33.3
1604207674,60
1604207675,26.7
1604207676,37.5
1604207677,46.7
1604207678,53.4
1604207679,40
1604207681,26.7
1604207682,43.7
1604207683,18.8
1604207684,40
1604207685,60
1604207686,26.7
1604207688,40
1604207689,46.7
1604207690,31.2
1604207691,31.2
1604207692,50
1604207693,46.7
1604207695,26.7
1604207696,46.7
1604207697,46.7
1604207698,33.4
1604207699,40
1604207700,46.7
1604207702,31.2
1604207703,33.3
1604207704,46.7
1604207705,46.7
1604207706,26.7
1604207707,46.7
1604207709,40
