ts,load
1604220783,0
1604220784,0
1604220785,0
1604220786,0
1604220787,6.2
1604220789,0
1604220790,6.2
1604220791,6.2
1604220792,11.8
1604220793,0
1604220794,0
1604220796,0
1604220797,6.7
1604220798,6.7
1604220799,6.7
1604220800,6.7
1604220801,6.2
1604220803,0
1604220804,0
1604220805,0
1604220806,0
1604220807,0
1604220808,0
1604220810,0
1604220811,6.7
1604220812,6.7
1604220813,0
1604220814,6.2
1604220815,0
1604220817,0
1604220818,6.7
1604220819,13.4
1604220820,118.8
1604220821,31.2
1604220822,80
1604220824,93.3
1604220825,40
1604220826,33.3
1604220827,53.4
1604220828,53.4
1604220830,40
1604220831,40
1604220832,50
1604220833,31.2
1604220834,25
1604220835,50
1604220837,37.5
1604220838,31.2
1604220839,33.3
1604220840,53.3
1604220841,31.2
1604220842,33.3
1604220844,60
1604220845,37.4
1604220846,31.2
1604220847,43.8
1604220848,37.5
1604220849,18.8
1604220851,46.7
1604220852,46.7
1604220853,25
1604220854,37.4
1604220855,46.7
1604220856,33.3
1604220858,40
1604220859,53.4
1604220860,46.7
1604220861,26.7
1604220862,37.5
1604220863,50
1604220865,31.2
1604220866,33.4
1604220867,56.2
1604220868,46.7
1604220869,26.7
1604220870,40
1604220872,60.1
1604220873,31.2
1604220874,33.3
1604220875,60.1
1604220876,46.7
1604220877,33.4
1604220879,53.4
1604220880,46.7
1604220881,26.7
1604220882,31.2
1604220883,46.7
1604220885,37.4
1604220886,25
1604220887,56.2
1604220888,43.8
1604220889,33.3
1604220890,20
1604220892,50
1604220893,46.7
1604220894,20
1604220895,25
1604220896,46.7
1604220897,31.2
1604220899,37.5
1604220900,56.2
1604220901,53.4
1604220902,33.3
1604220903,53.3
1604220904,46.7
1604220906,25
1604220907,40
1604220908,53.4
1604220909,25
1604220910,31.2
1604220911,43.8
1604220913,31.2
1604220914,31.2
1604220915,60
1604220916,40
1604220917,20
1604220918,46.7
1604220920,40
1604220921,31.2
1604220922,26.7
1604220923,46.7
1604220924,37.5
1604220925,33.4
1604220927,46.7
1604220928,37.5
1604220929,25
1604220930,33.4
1604220931,60
1604220933,53.4
1604220934,26.7
1604220935,26.7
1604220936,53.4
1604220937,46.7
1604220938,26.7
1604220940,26.7
1604220941,40
1604220942,46.7
1604220943,53.3
1604220944,46.7
1604220945,20
1604220947,37.5
1604220948,40
1604220949,40.1
1604220950,43.7
1604220951,50
1604220952,33.3
1604220954,25
1604220955,46.7
1604220956,53.3
1604220957,31.2
1604220958,40
1604220959,60
1604220961,40
1604220962,46.7
1604220963,46.7
1604220964,53.3
1604220965,20
1604220966,31.2
1604220968,46.7
1604220969,26.7
1604220970,26.7
1604220971,53.4
1604220972,40
1604220973,26.7
1604220975,43.8
1604220976,37.5
1604220977,25
1604220978,40
1604220979,56.2
1604220981,31.2
1604220982,33.3
1604220983,86.7
1604220984,33.3
1604220985,26.7
1604220986,46.7
1604220988,46.7
1604220989,26.7
1604220990,40
1604220991,53.3
1604220992,26.7
1604220993,33.3
1604220995,53.3
1604220996,40
1604220997,33.4
1604220998,40
1604220999,53.4
1604221000,43.8
1604221002,37.4
1604221003,25
1604221004,46.7
1604221005,25
1604221006,37.4
1604221007,6.7
1604221009,26.7
1604221010,33.3
1604221011,46.7
1604221012,33.3
1604221013,37.5
1604221014,56.2
1604221016,37.4
1604221017,31.2
1604221018,62.4
1604221019,43.7
1604221020,31.2
1604221021,46.7
1604221023,53.3
1604221024,33.3
1604221025,40
1604221026,46.7
1604221027,46.7
1604221028,20
1604221030,46.7
1604221031,46.7
1604221032,26.7
1604221033,33.3
1604221034,53.3
1604221036,33.3
1604221037,33.3
1604221038,50
1604221039,40
1604221040,40
1604221041,50
1604221043,46.7
1604221044,31.2
1604221045,43.7
1604221046,50
1604221047,49.9
1604221048,31.2
1604221050,33.3
1604221051,33.4
1604221052,40
1604221053,46.7
1604221054,53.4
1604221055,25
1604221057,31.2
1604221058,56.2
1604221059,46.7
1604221060,40.1
1604221061,25
1604221062,43.6
1604221064,73.3
1604221065,40
1604221066,53.4
1604221067,31.2
1604221068,25
1604221069,56.2
1604221071,37.5
1604221072,25
1604221073,40
1604221074,50
1604221075,33.3
1604221076,37.4
1604221078,50
1604221079,40
1604221080,26.7
1604221081,46.7
1604221082,53.4
1604221084,26.7
1604221085,33.3
1604221086,53.3
1604221087,33.3
1604221088,26.7
1604221089,46.7
1604221091,33.3
1604221092,26.7
1604221093,40
1604221094,46.7
1604221095,25
1604221096,37.4
1604221098,43.8
1604221099,33.3
1604221100,26.7
1604221101,53.3
1604221102,33.3
1604221103,33.4
1604221105,31.2
1604221106,50
1604221107,37.4
1604221108,37.4
1604221109,43.7
1604221110,46.7
1604221112,26.7
1604221113,31.2
1604221114,46.7
1604221115,37.5
1604221116,25
1604221117,50
1604221119,46.7
1604221120,46.7
1604221121,33.4
1604221122,40
1604221123,25
1604221124,40
1604221126,66.7
1604221127,33.3
1604221128,31.2
1604221129,43.8
1604221130,33.3
1604221131,33.4
1604221133,40
1604221134,46.7
1604221135,53.4
1604221136,40
1604221137,53.3
1604221139,31.2
1604221140,40
1604221141,60
1604221142,37.4
1604221143,31.2
1604221144,50
1604221146,37.5
1604221147,33.4
1604221148,40
1604221149,46.7
1604221150,20
1604221151,33.3
1604221153,35.3
1604221154,46.7
1604221155,46.7
1604221156,31.2
1604221157,43.8
1604221158,43.7
1604221160,31.2
1604221161,50
1604221162,40
1604221163,33.3
1604221164,31.2
1604221165,50
1604221167,53.4
1604221168,20
1604221169,26.7
1604221170,46.7
1604221171,37.4
1604221172,25
1604221174,37.5
1604221175,40
1604221176,25
1604221177,40
1604221178,50
1604221180,40
1604221181,31.2
1604221182,66.7
1604221183,43.8
1604221184,18.8
1604221185,40
1604221187,53.3
1604221188,37.4
1604221189,26.7
1604221190,37.5
1604221191,37.5
1604221192,25
1604221194,40
1604221195,46.7
1604221196,33.4
1604221197,40
1604221198,53.3
1604221199,46.7
1604221201,20
1604221202,46.7
1604221203,46.7
1604221204,26.7
1604221205,46.7
1604221206,53.4
1604221208,33.4
1604221209,31.2
1604221210,50
1604221211,43.7
1604221212,25
1604221213,43.8
1604221215,33.3
1604221216,26.7
1604221217,50
1604221218,46.7
1604221219,43.7
1604221220,25
1604221222,50
1604221223,43.7
1604221224,31.2
1604221225,37.4
1604221226,53.4
1604221228,33.3
1604221229,26.7
1604221230,46.7
1604221231,40
1604221232,20
1604221233,40
1604221235,40
1604221236,33.4
1604221237,31.2
1604221238,53.3
1604221239,26.7
1604221240,25
1604221242,26.7
1604221243,12.5
1604221244,26.7
1604221245,40
1604221246,53.3
1604221247,33.3
1604221249,31.2
1604221250,56.2
1604221251,40
1604221252,26.7
1604221253,37.5
1604221254,33.3
1604221256,37.4
1604221257,25
1604221258,50
1604221259,43.7
1604221260,25
1604221261,31.2
1604221263,43.8
1604221264,33.3
1604221265,33.3
1604221266,46.7
1604221267,40
1604221268,33.4
1604221270,40
1604221271,46.7
1604221272,31.2
1604221273,25
1604221274,46.7
1604221276,46.7
1604221277,26.7
1604221278,43.8
1604221279,50
1604221280,40
1604221281,37.4
1604221283,53.4
1604221284,40
1604221285,26.7
1604221286,46.7
1604221287,46.7
1604221288,26.7
1604221290,43.8
1604221291,56.3
1604221292,46.7
1604221293,40
1604221294,26.7
1604221295,46.7
1604221297,31.2
1604221298,26.7
1604221299,40
1604221300,43.8
1604221301,31.2
1604221302,53.4
1604221304,46.7
1604221305,25
1604221306,31.2
1604221307,43.8
1604221308,37.4
1604221309,25
1604221311,47.1
1604221312,46.7
1604221313,33.4
1604221314,37.4
1604221315,46.7
1604221317,33.3
1604221318,40
1604221319,53.4
1604221320,37.4
1604221321,31.2
1604221322,46.7
1604221324,60.1
1604221325,33.3
1604221326,40
1604221327,50
1604221328,20
1604221329,46.7
1604221331,46.7
1604221332,33.4
1604221333,33.3
1604221334,46.7
1604221335,60
1604221336,31.2
1604221338,25
1604221339,40
1604221340,26.7
1604221341,20
1604221342,53.3
1604221343,31.2
1604221345,33.3
1604221346,53.4
1604221347,37.5
1604221348,25
1604221349,43.7
1604221350,46.7
1604221352,25
1604221353,33.3
1604221354,53.3
1604221355,33.3
1604221356,40
1604221357,40
1604221359,46.7
1604221360,26.7
1604221361,37.5
1604221362,43.8
1604221363,18.8
1604221364,43.7
1604221366,50
1604221367,37.4
1604221368,25
1604221369,50
1604221370,40
1604221371,26.7
1604221373,53.4
1604221374,53.4
1604221375,46.7
1604221376,33.4
1604221377,31.2
1604221379,33.3
1604221380,26.7
1604221381,46.7
1604221382,31.2
1604221383,31.2
1604221384,43.7
1604221386,43.8
1604221387,31.2
1604221388,37.4
1604221389,43.8
1604221390,40
1604221391,40
1604221393,53.4
1604221394,50
1604221395,31.2
1604221396,43.8
1604221397,37.5
1604221398,26.7
1604221400,40
1604221401,60
1604221402,33.3
1604221403,25
1604221404,25
1604221405,50
1604221407,46.7
1604221408,25
1604221409,43.8
1604221410,33.3
1604221411,37.5
1604221412,50
1604221414,40
1604221415,26.7
1604221416,40
1604221417,53.4
1604221418,33.3
1604221419,40
1604221421,0
