ts,load
1604210570,12.4
1604210571,0
1604210572,6.2
1604210573,0
1604210574,0
1604210576,6.7
1604210577,0
1604210578,6.7
1604210579,0
1604210580,6.7
1604210581,0
1604210583,0
1604210584,0
1604210585,0
1604210586,6.2
1604210587,6.2
1604210588,0
1604210590,0
1604210591,0
1604210592,0
1604210593,0
1604210594,0
1604210595,6.2
1604210597,0
1604210598,0
1604210599,6.2
1604210600,0
1604210601,0
1604210602,0
1604210604,0
1604210605,0
1604210606,0
1604210607,18.7
1604210608,0
1604210609,0
1604210611,0
1604210612,0
1604210613,6.7
1604210614,0
1604210615,0
1604210616,0
1604210618,0
1604210619,0
1604210620,0
1604210621,0
1604210622,0
1604210623,40
1604210625,53.3
1604210626,31.2
1604210627,18.8
1604210628,40
1604210629,26.7
1604210630,31.2
1604210632,33.3
1604210633,43.7
1604210634,18.8
1604210635,26.7
1604210636,33.3
1604210637,18.8
1604210639,31.2
1604210640,37.5
1604210641,26.7
1604210642,26.7
1604210643,37.5
1604210645,25
1604210646,18.8
1604210647,40
1604210648,26.7
1604210649,25
1604210650,37.5
1604210652,25
1604210653,18.8
1604210654,31.2
1604210655,40
1604210656,25
1604210657,40
1604210659,31.2
1604210660,26.7
1604210661,33.3
1604210662,43.8
1604210663,31.2
1604210664,18.8
1604210666,43.7
1604210667,31.2
1604210668,26.7
1604210669,31.2
1604210670,43.7
1604210671,20
1604210673,31.2
1604210674,37.5
1604210675,20
1604210676,33.3
1604210677,26.7
1604210678,20
1604210680,31.2
1604210681,40
1604210682,25
1604210683,25
1604210684,56.2
1604210685,26.7
1604210687,40
1604210688,37.5
1604210689,26.7
1604210690,18.8
1604210691,40
1604210692,33.4
1604210694,18.8
1604210695,53.4
1604210696,26.7
1604210697,31.2
1604210698,33.3
1604210699,46.7
1604210701,26.7
1604210702,37.5
1604210703,33.3
1604210704,25
1604210705,37.5
1604210706,37.5
1604210708,20
1604210709,25
1604210710,43.8
1604210711,26.7
1604210712,40
1604210713,31.2
1604210715,20
1604210716,26.7
1604210717,46.7
1604210718,18.8
1604210719,31.2
1604210720,40.1
1604210722,33.3
1604210723,26.7
1604210724,33.4
1604210725,46.7
1604210726,31.2
1604210727,20
1604210729,37.5
1604210730,31.2
1604210731,20
1604210732,40
1604210733,33.3
1604210734,20
1604210736,33.3
1604210737,37.5
1604210738,20
1604210739,40
1604210740,40
1604210741,18.8
1604210743,25
1604210744,46.7
1604210745,26.7
1604210746,26.7
1604210747,43.7
1604210749,25
1604210750,18.8
1604210751,43.7
1604210752,37.4
1604210753,26.7
1604210754,31.2
1604210756,33.3
1604210757,18.8
1604210758,31.2
1604210759,31.2
1604210760,26.7
1604210761,33.4
1604210763,23.5
1604210764,26.7
1604210765,33.3
1604210766,25
1604210767,20
1604210768,40
1604210770,43.7
1604210771,37.4
