1604224897.129;200;0.122;0.120
1604224897.150;200;0.343;0.344
1604224897.152;200;0.245;0.244
1604224897.154;200;0.272;0.272
1604224897.156;200;0.372;0.372
1604224897.160;200;0.052;0.052
1604224897.192;200;0.206;0.204
1604224897.192;200;0.110;0.108
1604224897.203;200;0.246;0.248
1604224897.203;200;0.146;0.148
1604224897.204;200;0.347;0.348
1604224897.209;200;0.053;0.052
1604224897.232;200;0.051;0.048
1604224897.247;200;0.041;0.040
1604224897.261;200;0.429;0.428
1604224897.276;200;0.244;0.244
1604224897.277;200;0.339;0.336
1604224897.300;200;0.043;0.044
1604224897.305;200;0.174;0.172
1604224897.313;200;0.082;0.084
1604224897.327;200;0.046;0.044
1604224897.344;200;0.038;0.036
1604224897.382;200;0.051;0.052
1604224897.392;200;0.036;0.036
1604224897.422;200;0.040;0.040
1604224897.443;200;0.037;0.036
1604224897.476;200;0.045;0.044
1604224897.491;200;0.035;0.036
1604224897.522;200;0.041;0.040
1604224897.543;200;0.037;0.036
1604224897.577;200;0.046;0.048
1604224897.588;200;0.032;0.032
1604224897.624;200;0.043;0.040
1604224897.646;200;0.040;0.040
1604224897.674;200;0.043;0.044
1604224897.693;200;0.037;0.036
1604224897.722;200;0.041;0.040
1604224897.743;200;0.037;0.036
1604224897.773;200;0.042;0.044
1604224897.792;200;0.036;0.036
1604224897.821;200;0.040;0.040
1604224897.843;200;0.037;0.036
1604224897.872;200;0.041;0.040
1604224897.888;200;0.032;0.032
1604224897.920;200;0.039;0.036
1604224897.949;200;0.043;0.040
1604224897.971;200;0.040;0.040
1604224897.992;200;0.036;0.036
1604224898.020;200;0.039;0.036
1604224898.047;200;0.041;0.040
1604224898.070;200;0.039;0.040
1604224898.088;200;0.032;0.032
1604224898.122;200;0.041;0.040
1604224898.148;200;0.042;0.040
1604224898.176;200;0.045;0.044
1604224898.189;200;0.033;0.032
1604224898.228;200;0.047;0.044
1604224898.247;200;0.041;0.040
1604224898.278;200;0.047;0.048
1604224898.298;200;0.042;0.044
1604224898.321;200;0.040;0.036
1604224898.347;200;0.041;0.040
1604224898.378;200;0.047;0.048
1604224898.388;200;0.032;0.032
1604224898.422;200;0.041;0.040
1604224898.447;200;0.041;0.040
1604224898.479;200;0.048;0.048
1604224898.488;200;0.032;0.032
1604224898.524;200;0.043;0.040
1604224898.545;200;0.039;0.036
1604224898.573;200;0.042;0.044
1604224898.598;200;0.041;0.044
1604224898.622;200;0.041;0.040
1604224898.644;200;0.038;0.036
1604224898.681;200;0.050;0.052
1604224898.691;200;0.035;0.036
1604224898.720;200;0.039;0.036
1604224898.742;200;0.036;0.036
1604224898.772;200;0.041;0.044
1604224898.786;200;0.030;0.032
1604224898.825;200;0.044;0.044
1604224898.848;200;0.042;0.040
1604224898.877;200;0.046;0.044
1604224898.893;200;0.037;0.036
1604224898.920;200;0.039;0.036
1604224898.941;200;0.035;0.036
1604224898.972;200;0.041;0.040
1604224898.988;200;0.032;0.032
1604224899.023;200;0.042;0.040
1604224899.042;200;0.036;0.036
1604224899.081;200;0.050;0.052
1604224899.087;200;0.031;0.032
1604224899.122;200;0.041;0.040
1604224899.146;200;0.040;0.040
1604224899.172;200;0.041;0.040
1604224899.190;200;0.034;0.036
1604224899.220;200;0.039;0.036
1604224899.247;200;0.041;0.040
1604224899.276;200;0.045;0.044
1604224899.294;200;0.038;0.040
1604224899.323;200;0.042;0.040
1604224899.345;200;0.039;0.036
1604224899.373;200;0.042;0.044
1604224899.395;200;0.039;0.040
1604224899.420;200;0.039;0.036
1604224899.443;200;0.037;0.036
1604224899.472;200;0.041;0.040
1604224899.488;200;0.032;0.032
1604224899.521;200;0.040;0.036
1604224899.543;200;0.037;0.036
1604224899.571;200;0.040;0.040
1604224899.588;200;0.032;0.032
1604224899.619;200;0.038;0.036
1604224899.644;200;0.038;0.036
1604224899.672;200;0.041;0.040
1604224899.687;200;0.031;0.032
1604224899.721;200;0.040;0.036
1604224899.744;200;0.038;0.036
1604224899.771;200;0.040;0.040
1604224899.786;200;0.030;0.032
1604224899.823;200;0.042;0.040
1604224899.843;200;0.037;0.036
1604224899.870;200;0.039;0.040
1604224899.886;200;0.030;0.032
1604224899.920;200;0.039;0.040
1604224899.949;200;0.043;0.044
1604224899.970;200;0.039;0.040
1604224899.987;200;0.031;0.032
1604224900.022;200;0.041;0.044
1604224900.044;200;0.038;0.036
1604224900.071;200;0.040;0.040
1604224900.090;200;0.034;0.036
1604224900.120;200;0.039;0.036
1604224900.146;200;0.040;0.040
1604224900.177;200;0.046;0.044
1604224900.189;200;0.033;0.032
1604224900.221;200;0.040;0.040
1604224900.243;200;0.037;0.036
1604224900.271;200;0.040;0.040
1604224900.290;200;0.034;0.036
1604224900.323;200;0.042;0.040
1604224900.348;200;0.042;0.040
1604224900.377;200;0.046;0.048
1604224900.387;200;0.031;0.032
1604224900.420;200;0.039;0.040
1604224900.443;200;0.037;0.036
1604224900.470;200;0.039;0.040
1604224900.492;200;0.036;0.036
1604224900.523;200;0.042;0.040
1604224900.542;200;0.036;0.036
1604224900.572;200;0.041;0.040
1604224900.590;200;0.033;0.036
1604224900.622;200;0.041;0.040
1604224900.648;200;0.041;0.040
1604224900.676;200;0.045;0.044
1604224900.687;200;0.031;0.032
1604224900.720;200;0.039;0.040
1604224900.744;200;0.038;0.036
1604224900.772;200;0.041;0.040
1604224900.814;200;0.058;0.060
1604224900.821;200;0.040;0.036
1604224900.841;200;0.035;0.036
1604224900.877;200;0.046;0.048
1604224900.886;200;0.030;0.032
1604224900.924;200;0.043;0.040
1604224900.944;200;0.038;0.036
1604224900.974;200;0.043;0.044
1604224900.999;200;0.043;0.044
1604224901.020;200;0.039;0.036
1604224901.045;200;0.039;0.036
1604224901.074;200;0.043;0.044
1604224901.086;200;0.030;0.032
1604224901.119;200;0.038;0.036
1604224901.142;200;0.036;0.036
1604224901.175;200;0.044;0.044
1604224901.185;200;0.029;0.028
1604224901.223;200;0.042;0.040
1604224901.244;200;0.038;0.036
1604224901.270;200;0.039;0.040
1604224901.289;200;0.033;0.032
1604224901.319;200;0.038;0.036
1604224901.343;200;0.037;0.036
1604224901.371;200;0.039;0.040
1604224901.385;200;0.029;0.028
1604224901.419;200;0.038;0.036
1604224901.441;200;0.035;0.036
1604224901.470;200;0.039;0.040
1604224901.484;200;0.028;0.028
1604224901.520;200;0.039;0.036
1604224901.543;200;0.037;0.036
1604224901.571;200;0.040;0.040
1604224901.585;200;0.029;0.028
1604224901.622;200;0.041;0.040
1604224901.642;200;0.036;0.036
1604224901.670;200;0.039;0.040
1604224901.686;200;0.030;0.032
1604224901.720;200;0.039;0.036
1604224901.742;200;0.036;0.036
1604224901.771;200;0.040;0.040
1604224901.795;200;0.039;0.040
1604224901.823;200;0.041;0.040
1604224901.844;200;0.038;0.036
1604224901.872;200;0.041;0.040
1604224901.886;200;0.030;0.032
1604224901.920;200;0.039;0.036
1604224901.943;200;0.037;0.036
1604224901.983;200;0.052;0.052
1604224901.986;200;0.030;0.032
1604224902.021;200;0.040;0.036
1604224902.041;200;0.035;0.032
1604224902.077;200;0.046;0.044
1604224902.087;200;0.031;0.032
1604224902.121;200;0.040;0.040
1604224902.143;200;0.037;0.036
1604224902.176;200;0.045;0.044
1604224902.188;200;0.032;0.032
1604224902.220;200;0.039;0.036
1604224902.244;200;0.038;0.036
1604224902.273;200;0.042;0.044
1604224902.285;200;0.029;0.032
1604224902.319;200;0.038;0.036
1604224902.342;200;0.036;0.036
1604224902.370;200;0.039;0.040
1604224902.387;200;0.031;0.032
1604224902.420;200;0.039;0.040
1604224902.444;200;0.038;0.036
1604224902.473;200;0.042;0.044
1604224902.493;200;0.037;0.036
1604224902.519;200;0.038;0.036
1604224902.541;200;0.035;0.032
1604224902.575;200;0.044;0.044
1604224902.588;200;0.032;0.032
1604224902.619;200;0.038;0.036
1604224902.648;200;0.037;0.036
1604224902.682;200;0.051;0.052
1604224902.686;200;0.030;0.032
1604224902.721;200;0.040;0.036
1604224902.747;200;0.041;0.040
1604224902.773;200;0.042;0.044
1604224902.790;200;0.034;0.036
1604224902.820;200;0.039;0.036
1604224902.843;200;0.037;0.036
1604224902.870;200;0.039;0.040
1604224902.888;200;0.032;0.032
1604224902.920;200;0.039;0.036
1604224902.943;200;0.037;0.036
1604224902.971;200;0.040;0.040
1604224902.988;200;0.032;0.032
1604224903.025;200;0.044;0.040
1604224903.044;200;0.038;0.036
1604224903.069;200;0.038;0.040
1604224903.089;200;0.033;0.032
1604224903.120;200;0.039;0.036
1604224903.144;200;0.038;0.036
1604224903.182;200;0.051;0.052
1604224903.192;200;0.032;0.032
1604224903.220;200;0.039;0.036
1604224903.242;200;0.036;0.036
1604224903.272;200;0.041;0.040
1604224903.288;200;0.032;0.032
1604224903.318;200;0.037;0.036
1604224903.343;200;0.037;0.036
1604224903.370;200;0.039;0.040
1604224903.389;200;0.033;0.032
1604224903.425;200;0.044;0.040
1604224903.442;200;0.036;0.036
1604224903.473;200;0.042;0.044
1604224903.488;200;0.032;0.032
1604224903.520;200;0.039;0.036
1604224903.543;200;0.037;0.036
1604224903.571;200;0.040;0.040
1604224903.584;200;0.028;0.028
1604224903.627;200;0.046;0.044
1604224903.644;200;0.038;0.036
1604224903.677;200;0.046;0.048
1604224903.686;200;0.030;0.032
1604224903.719;200;0.038;0.036
1604224903.744;200;0.038;0.036
1604224903.771;200;0.040;0.040
1604224903.785;200;0.029;0.028
1604224903.824;200;0.043;0.040
1604224903.841;200;0.035;0.032
1604224903.874;200;0.043;0.044
1604224903.887;200;0.031;0.032
1604224903.922;200;0.041;0.040
1604224903.939;200;0.033;0.032
1604224903.970;200;0.039;0.040
1604224903.986;200;0.030;0.032
1604224904.020;200;0.039;0.036
1604224904.043;200;0.037;0.036
1604224904.077;200;0.046;0.048
1604224904.086;200;0.030;0.032
1604224904.119;200;0.038;0.040
1604224904.144;200;0.038;0.036
1604224904.173;200;0.042;0.044
1604224904.187;200;0.031;0.032
1604224904.220;200;0.039;0.036
1604224904.244;200;0.038;0.036
1604224904.271;200;0.040;0.040
1604224904.288;200;0.032;0.032
1604224904.321;200;0.040;0.040
1604224904.344;200;0.038;0.036
1604224904.370;200;0.039;0.040
1604224904.390;200;0.034;0.036
1604224904.425;200;0.044;0.044
1604224904.442;200;0.036;0.036
1604224904.471;200;0.040;0.040
1604224904.483;200;0.027;0.028
1604224904.521;200;0.040;0.040
1604224904.543;200;0.037;0.036
1604224904.571;200;0.040;0.040
1604224904.587;200;0.031;0.032
1604224904.620;200;0.039;0.036
1604224904.647;200;0.039;0.040
1604224904.671;200;0.040;0.040
1604224904.687;200;0.031;0.032
1604224904.718;200;0.037;0.036
1604224904.741;200;0.035;0.032
1604224904.771;200;0.040;0.040
1604224904.791;200;0.035;0.036
1604224904.821;200;0.040;0.036
1604224904.843;200;0.037;0.036
1604224904.872;200;0.041;0.040
1604224904.889;200;0.033;0.032
1604224904.921;200;0.040;0.040
1604224904.941;200;0.035;0.032
1604224904.970;200;0.039;0.040
1604224904.991;200;0.035;0.036
1604224905.020;200;0.039;0.036
1604224905.044;200;0.038;0.036
1604224905.072;200;0.041;0.040
1604224905.089;200;0.033;0.032
1604224905.121;200;0.040;0.044
1604224905.143;200;0.037;0.036
1604224905.170;200;0.039;0.040
1604224905.188;200;0.032;0.032
1604224905.218;200;0.037;0.040
1604224905.243;200;0.037;0.036
1604224905.271;200;0.040;0.040
1604224905.291;200;0.035;0.036
1604224905.318;200;0.037;0.036
1604224905.345;200;0.039;0.040
1604224905.370;200;0.039;0.040
1604224905.388;200;0.032;0.032
1604224905.421;200;0.040;0.040
1604224905.443;200;0.037;0.036
1604224905.470;200;0.039;0.040
1604224905.487;200;0.031;0.032
1604224905.520;200;0.039;0.036
1604224905.542;200;0.036;0.036
1604224905.571;200;0.040;0.040
1604224905.592;200;0.036;0.036
1604224905.625;200;0.044;0.044
1604224905.644;200;0.038;0.036
1604224905.670;200;0.039;0.040
1604224905.696;200;0.040;0.040
1604224905.720;200;0.039;0.036
1604224905.746;200;0.040;0.040
1604224905.771;200;0.040;0.040
1604224905.785;200;0.029;0.028
1604224905.820;200;0.039;0.036
1604224905.843;200;0.037;0.036
1604224905.869;200;0.038;0.040
1604224905.887;200;0.031;0.032
1604224905.919;200;0.038;0.036
1604224905.942;200;0.036;0.036
1604224905.976;200;0.045;0.044
1604224905.987;200;0.031;0.032
1604224906.018;200;0.037;0.036
1604224906.044;200;0.038;0.036
1604224906.069;200;0.038;0.040
1604224906.087;200;0.031;0.032
1604224906.130;200;0.049;0.048
1604224906.141;200;0.035;0.036
1604224906.170;200;0.039;0.040
1604224906.185;200;0.029;0.028
1604224906.220;200;0.039;0.036
1604224906.241;200;0.035;0.036
1604224906.270;200;0.039;0.040
1604224906.288;200;0.032;0.032
1604224906.320;200;0.039;0.036
1604224906.345;200;0.039;0.040
1604224906.371;200;0.039;0.040
1604224906.385;200;0.029;0.028
1604224906.419;200;0.038;0.036
1604224906.442;200;0.036;0.036
1604224906.476;200;0.045;0.044
1604224906.487;200;0.031;0.032
1604224906.520;200;0.039;0.040
1604224906.544;200;0.038;0.036
1604224906.573;200;0.042;0.044
1604224906.586;200;0.030;0.032
1604224906.621;200;0.040;0.040
1604224906.643;200;0.037;0.036
1604224906.672;200;0.041;0.040
1604224906.687;200;0.031;0.032
1604224906.720;200;0.039;0.036
1604224906.746;200;0.040;0.040
1604224906.771;200;0.040;0.040
1604224906.791;200;0.035;0.036
1604224906.819;200;0.038;0.036
1604224906.842;200;0.036;0.036
1604224906.877;200;0.046;0.048
1604224906.888;200;0.032;0.032
1604224906.920;200;0.039;0.036
1604224906.946;200;0.040;0.040
1604224906.972;200;0.041;0.040
1604224906.989;200;0.033;0.032
1604224907.020;200;0.039;0.036
1604224907.044;200;0.038;0.036
1604224907.076;200;0.045;0.044
1604224907.086;200;0.030;0.032
1604224907.120;200;0.039;0.036
1604224907.145;200;0.039;0.040
1604224907.174;200;0.043;0.044
1604224907.188;200;0.032;0.032
1604224907.224;200;0.043;0.040
1604224907.243;200;0.037;0.036
1604224907.280;200;0.049;0.048
1604224907.290;200;0.034;0.036
1604224907.321;200;0.040;0.036
1604224907.344;200;0.038;0.036
1604224907.370;200;0.039;0.040
1604224907.387;200;0.031;0.032
1604224907.419;200;0.038;0.036
1604224907.441;200;0.035;0.036
1604224907.470;200;0.039;0.040
1604224907.486;200;0.030;0.032
1604224907.520;200;0.039;0.036
1604224907.543;200;0.037;0.036
1604224907.570;200;0.039;0.040
1604224907.588;200;0.032;0.032
1604224907.620;200;0.039;0.036
1604224907.643;200;0.037;0.036
1604224907.670;200;0.039;0.040
1604224907.689;200;0.033;0.032
