ts,load
1604222125,18.6
1604222126,0
1604222128,6.7
1604222129,0
1604222130,6.7
1604222131,0
1604222132,6.7
1604222133,0
1604222135,0
1604222136,6.7
1604222137,0
1604222138,0
1604222139,0
1604222140,6.2
1604222142,6.7
1604222143,0
1604222144,0
1604222145,0
1604222146,6.2
1604222147,0
1604222149,12.5
1604222150,6.2
1604222151,6.2
1604222152,0
1604222153,6.7
1604222154,0
1604222156,6.7
1604222157,6.7
1604222158,0
1604222159,0
1604222160,6.2
1604222162,0
1604222163,0
1604222164,0
1604222165,0
1604222166,6.2
1604222167,6.2
1604222169,0
1604222170,6.7
1604222171,6.2
1604222172,0
1604222173,0
1604222174,6.7
1604222176,0
1604222177,0
1604222178,0
1604222179,26.7
1604222180,26.7
1604222181,40
1604222183,31.2
1604222184,25
1604222185,31.2
1604222186,31.2
1604222187,20
1604222188,46.7
1604222190,33.3
1604222191,20
1604222192,25
1604222193,31.2
1604222194,26.7
1604222195,18.8
1604222197,29.4
1604222198,37.4
1604222199,20
1604222200,26.7
1604222201,46.7
1604222202,26.7
1604222204,20
1604222205,40
1604222206,25
1604222207,18.7
1604222208,31.2
1604222209,40
1604222211,33.4
1604222212,31.2
1604222213,31.2
1604222214,18.8
1604222215,29.4
1604222216,37.5
1604222218,25
1604222219,18.8
1604222220,50
1604222221,33.3
1604222222,20
1604222223,31.2
1604222225,33.3
1604222226,12.5
1604222227,26.7
1604222228,46.7
1604222229,46.7
1604222231,20
1604222232,40
1604222233,37.4
1604222234,43.7
1604222235,46.7
1604222236,37.5
1604222238,20
1604222239,31.2
1604222240,40
1604222241,13.3
1604222242,25
1604222243,43.6
1604222245,26.7
1604222246,18.8
1604222247,37.5
1604222248,26.7
1604222249,25
1604222250,31.2
1604222252,37.5
1604222253,37.5
1604222254,26.7
1604222255,46.7
1604222256,26.7
1604222257,26.7
1604222259,37.5
1604222260,33.3
1604222261,20
1604222262,33.3
1604222263,46.7
1604222264,18.8
1604222266,25
1604222267,40
1604222268,33.4
1604222269,20
1604222270,37.5
1604222271,26.7
1604222273,26.7
1604222274,40
1604222275,25
1604222276,18.8
1604222277,33.3
1604222278,26.7
1604222280,25
1604222281,37.5
1604222282,26.7
1604222283,20
1604222284,43.7
1604222285,33.3
1604222287,20
1604222288,43.7
1604222289,33.3
1604222290,20
1604222291,33.3
1604222292,37.5
1604222294,18.8
1604222295,18.8
1604222296,37.5
1604222297,31.2
1604222298,18.8
1604222299,31.2
1604222301,31.2
1604222302,20
1604222303,25
1604222304,40
1604222305,20
1604222307,33.3
1604222308,53.4
1604222309,26.7
1604222310,25
1604222311,46.7
1604222312,33.4
1604222314,33.4
1604222315,40
1604222316,25
1604222317,12.5
1604222318,37.5
1604222319,31.2
1604222321,18.8
1604222322,31.2
1604222323,37.5
1604222324,20
1604222325,40.1
1604222326,40
1604222328,26.7
1604222329,26.7
1604222330,43.7
1604222331,26.7
1604222332,26.7
1604222333,43.8
1604222335,25
1604222336,20
1604222337,40
1604222338,31.2
1604222339,18.8
1604222340,31.2
1604222342,46.7
1604222343,25
1604222344,20
1604222345,40
1604222346,25
1604222347,20
1604222349,40
1604222350,37.5
1604222351,31.2
1604222352,53.4
1604222353,20
1604222354,40
1604222356,37.5
1604222357,43.8
1604222358,40
1604222359,53.4
1604222360,25
1604222361,29.4
1604222363,31.2
1604222364,43.7
1604222365,46.7
1604222366,40
1604222367,26.7
1604222368,40
1604222370,26.7
1604222371,25
1604222372,37.5
1604222373,25
1604222374,18.8
1604222375,31.2
1604222377,33.3
1604222378,25
1604222379,37.4
1604222380,43.7
1604222381,40
1604222383,46.7
1604222384,20
1604222385,25
1604222386,46.7
1604222387,31.2
1604222388,20
1604222390,40
1604222391,40
1604222392,33.3
1604222393,20
1604222394,46.7
1604222395,13.3
1604222397,37.4
1604222398,25
1604222399,46.7
1604222400,43.8
1604222401,33.3
1604222402,20
1604222404,40
1604222405,40
1604222406,20
1604222407,33.4
1604222408,40
1604222409,26.7
1604222411,31.2
1604222412,31.2
1604222413,25
1604222414,18.8
1604222415,37.5
1604222416,26.7
1604222418,20
1604222419,40
1604222420,37.5
1604222421,18.8
1604222422,25
1604222423,49.9
1604222425,31.2
1604222426,18.8
1604222427,37.5
1604222428,31.2
1604222429,26.7
1604222430,31.2
1604222432,40
1604222433,25
1604222434,37.5
1604222435,33.3
1604222436,53.4
1604222438,25
1604222439,18.8
1604222440,33.3
1604222441,37.5
1604222442,37.5
1604222443,53.4
1604222445,33.3
1604222446,33.4
1604222447,40
1604222448,25
1604222449,20
1604222450,37.5
1604222452,25
1604222453,26.7
1604222454,53.4
1604222455,37.4
1604222456,33.4
1604222457,46.7
1604222459,31.2
1604222460,20
1604222461,46.7
1604222462,31.2
1604222463,13.3
1604222464,41.2
1604222466,46.7
1604222467,26.7
1604222468,26.7
1604222469,31.2
1604222470,26.7
1604222471,33.4
1604222473,46.7
1604222474,20
1604222475,25
1604222476,33.3
1604222477,33.4
1604222478,18.8
1604222480,40
1604222481,33.3
1604222482,33.3
1604222483,31.2
1604222484,31.2
1604222485,25
1604222487,43.7
1604222488,40
1604222489,18.8
1604222490,46.7
1604222491,46.7
1604222492,13.3
1604222494,31.2
1604222495,33.3
1604222496,20
1604222497,33.3
1604222498,40
1604222499,37.5
1604222501,33.4
1604222502,43.6
1604222503,31.2
1604222504,33.4
1604222505,31.2
1604222506,40.1
1604222508,26.7
1604222509,13.3
1604222510,31.2
1604222511,33.4
1604222512,12.4
1604222513,37.5
1604222515,40
1604222516,20
1604222517,37.5
1604222518,33.4
1604222519,37.5
1604222520,40
1604222522,31.2
1604222523,12.5
1604222524,31.2
1604222525,33.3
1604222526,40
1604222528,25
1604222529,20
1604222530,33.3
1604222531,31.2
1604222532,26.7
1604222533,53.3
1604222535,33.4
1604222536,40
1604222537,37.5
1604222538,33.4
1604222539,18.8
1604222540,33.4
1604222542,40
1604222543,40
1604222544,37.5
1604222545,31.2
1604222546,37.5
1604222547,40
1604222549,20
1604222550,46.7
1604222551,37.4
1604222552,31.2
1604222553,18.8
1604222554,35.3
1604222556,40
1604222557,18.8
1604222558,25
1604222559,46.7
1604222560,33.4
1604222561,25
1604222563,46.7
1604222564,33.3
1604222565,18.8
1604222566,40
1604222567,33.4
1604222568,26.7
1604222570,43.8
1604222571,25
1604222572,40.1
1604222573,40
1604222574,40
1604222575,33.3
1604222577,20
1604222578,37.4
1604222579,31.2
1604222580,46.7
1604222581,26.7
1604222582,31.2
1604222584,31.2
1604222585,40
1604222586,20
1604222587,20
1604222588,43.7
1604222589,25
1604222591,25
1604222592,46.7
1604222593,33.4
1604222594,26.7
1604222595,31.2
1604222596,33.3
1604222598,12.5
1604222599,37.5
1604222600,37.5
1604222601,20
1604222602,31.2
1604222603,40
1604222605,25
1604222606,25
1604222607,46.7
1604222608,26.7
1604222609,25
1604222610,29.4
1604222612,40
1604222613,20
1604222614,31.2
1604222615,40
1604222616,26.7
1604222618,26.7
1604222619,40
1604222620,33.3
1604222621,18.8
1604222622,20
1604222623,26.7
1604222625,25
1604222626,20
1604222627,37.5
1604222628,31.2
1604222629,43.7
1604222630,26.7
1604222632,13.3
1604222633,25
1604222634,31.2
1604222635,37.5
1604222636,25
1604222637,40
1604222639,33.3
1604222640,18.7
