1604209278150,false,128,35228312,104670976,0,0
1604209290943,false,256,68539040,113290448,0,0
1604209303752,false,384,101855896,136544779,0,0
1604209316621,true,512,135189440,123501394,0,17
1604209329356,false,128,34355144,122251278,0,0
1604209342147,false,256,67679968,138185821,0,0
1604209354943,false,384,100994632,159173066,0,0
1604209367745,false,512,134311856,154227935,0,0
1604209380558,true,640,167623152,142717811,0,14
1604209393346,false,128,34267560,158987923,0,0
1604209406145,false,256,67577896,159119455,0,0
1604209418954,false,384,100898216,137631544,0,0
1604209431759,true,512,134222840,116500856,0,13
1604209444540,false,128,34260400,101924004,0,0
1604209457346,false,256,67578280,105249437,0,0
1604209470143,false,384,100894464,127543889,0,0
1604209482962,true,512,134219768,108418406,0,13
1604209495744,false,128,34255280,86881197,0,0
1604209508545,false,256,67571984,93566602,0,0
1604209521345,false,384,100886472,110938630,0,0
1604209534244,true,513,134485664,127341601,27,16
1604209585432,true,512,134453400,123875435,0,14
1604209636659,true,512,134450896,127579828,0,12
1604209687858,true,512,134485520,126557726,0,15
1604209739061,true,512,134456728,114461117,0,15
1604209790257,true,512,134457312,107331672,0,12
1604209841460,true,512,134457072,101785691,0,15
