ts,load
1604222851,0
1604222852,0
1604222854,6.2
1604222855,0
1604222856,6.2
1604222857,0
1604222858,62.4
1604222859,43.8
1604222861,33.4
1604222862,81.2
1604222863,56.2
1604222864,43.8
1604222865,33.3
1604222866,56.2
1604222868,43.8
1604222869,25
1604222870,37.4
1604222871,43.7
1604222872,50
1604222873,33.3
1604222875,37.5
1604222876,53.4
1604222877,73.4
1604222878,43.7
1604222879,31.2
1604222881,37.4
1604222882,53.4
1604222883,53.4
1604222884,43.6
1604222885,25
1604222886,37.5
1604222888,56.2
1604222889,43.8
1604222890,33.3
1604222891,37.5
1604222892,50
1604222894,37.5
1604222895,43.7
1604222896,46.7
1604222897,37.5
1604222898,50
1604222899,53
1604222901,33.3
1604222902,31.2
1604222903,53.4
1604222904,60
1604222905,31.2
1604222906,18.8
1604222908,12.5
1604222909,40
1604222910,37.4
1604222911,31.2
1604222912,20
1604222914,26.7
1604222915,50
1604222916,31.2
1604222917,43.7
1604222918,56.2
1604222919,43.7
1604222921,40
1604222922,31.2
1604222923,56.2
1604222924,46.7
1604222925,40
1604222926,40
1604222928,50
1604222929,60
1604222930,49.9
1604222931,25
1604222932,43.7
1604222934,50
1604222935,40
1604222936,53.3
1604222937,31.2
1604222938,31.2
1604222939,53
1604222941,50
1604222942,40
1604222943,46.7
1604222944,56.2
1604222945,50
1604222946,50
1604222948,33.4
1604222949,43.7
1604222950,31.2
1604222951,43.8
1604222952,50
1604222954,66.7
1604222955,40
1604222956,25
1604222957,37.5
1604222958,56.2
1604222959,40
1604222961,31.2
1604222962,41.2
1604222963,50
1604222964,56.2
1604222965,40
1604222966,33.3
1604222968,60
1604222969,53.3
1604222970,62.4
1604222971,37.4
1604222972,37.4
1604222974,50
1604222975,33.3
1604222976,31.2
1604222977,43.8
1604222978,56.2
1604222979,26.7
1604222981,31.2
1604222982,60
1604222983,50
1604222984,37.4
1604222985,33.3
1604222986,53.3
1604222988,68.8
1604222989,40
1604222990,37.4
1604222991,46.7
1604222992,53.4
1604222993,40
1604222995,37.4
1604222996,40
1604222997,43.8
1604222998,56.2
1604222999,20
1604223001,37.4
1604223002,56.2
1604223003,53.4
1604223004,37.4
1604223005,33.3
1604223006,43.8
1604223008,37.5
1604223009,33.4
1604223010,37.5
1604223011,41.2
1604223012,56.2
1604223013,33.3
1604223015,33.3
1604223016,50
1604223017,46.7
1604223018,37.4
1604223019,31.2
1604223021,43.7
1604223022,50
1604223023,26.7
1604223024,31.2
1604223025,56.2
1604223026,46.7
1604223028,33.4
1604223029,37.5
1604223030,60
1604223031,43.8
1604223032,37.4
1604223033,40
1604223035,46.7
1604223036,40
1604223037,31.2
1604223038,56.2
1604223039,53.3
1604223040,40
1604223042,37.4
1604223043,50
1604223044,50
1604223045,60.1
1604223046,31.2
1604223048,31.2
1604223049,37.5
1604223050,40
1604223051,43.8
1604223052,26.7
1604223053,37.4
1604223055,31.2
1604223056,40
1604223057,31.2
1604223058,60
1604223059,46.7
1604223060,37.4
1604223062,31.2
1604223063,43.7
1604223064,60
1604223065,40
1604223066,37.4
1604223068,31.2
1604223069,56.2
1604223070,43.8
1604223071,31.2
1604223072,26.7
1604223073,62.4
1604223075,37.5
1604223076,20
1604223077,43.8
1604223078,62.5
1604223079,50
1604223080,37.4
1604223082,40
1604223083,53.3
1604223084,56.2
1604223085,26.7
1604223086,46.7
1604223088,56.2
1604223089,56.2
1604223090,40
1604223091,31.2
1604223092,46.7
1604223093,56.2
1604223095,33.3
1604223096,31.2
1604223097,60.1
1604223098,46.7
1604223099,31.2
1604223100,25
1604223102,46.7
1604223103,53.3
1604223104,31.2
1604223105,31.2
1604223106,50
1604223108,43.7
1604223109,31.2
1604223110,31.2
1604223111,31.2
1604223112,46.7
1604223113,43.7
1604223115,31.2
1604223116,33.3
1604223117,50
1604223118,56.2
1604223119,33.3
1604223120,49.9
1604223122,46.7
1604223123,50
1604223124,31.2
1604223125,33.3
1604223126,50
1604223128,56.2
1604223129,46.7
1604223130,46.7
1604223131,40
1604223132,25
1604223133,26.7
1604223135,37.5
1604223136,37.5
1604223137,37.5
1604223138,43.6
1604223139,46.7
1604223140,31.2
1604223142,46.7
1604223143,53.4
1604223144,43.7
1604223145,33.3
1604223146,53.3
1604223148,46.7
1604223149,37.4
1604223150,31.2
1604223151,41.2
1604223152,62.4
1604223153,33.3
1604223155,37.4
1604223156,53.3
1604223157,50
1604223158,33.3
1604223159,33.3
1604223160,41.2
1604223162,43.8
1604223163,37.4
1604223164,46.7
1604223165,66.7
1604223166,53.4
1604223167,40
1604223169,37.4
1604223170,43.8
1604223171,50
1604223172,33.3
1604223173,37.5
1604223175,43.8
1604223176,31.2
1604223177,18.8
1604223178,43.7
1604223179,53.4
1604223180,40
1604223182,31.2
1604223183,40
1604223184,56.2
1604223185,53.4
1604223186,33.3
1604223187,49.9
1604223189,56.2
1604223190,40
1604223191,25
1604223192,53.4
1604223193,46.7
1604223194,40.1
1604223196,25
1604223197,43.8
1604223198,62.4
1604223199,43.8
1604223200,31.2
1604223202,33.3
1604223203,47.1
1604223204,43.8
1604223205,40
1604223206,37.4
1604223207,40
1604223209,35.3
1604223210,56.2
1604223211,33.3
1604223212,37.5
1604223213,46.7
1604223215,56.2
1604223216,50
1604223217,26.7
1604223218,43.8
1604223219,50
1604223220,40
1604223222,33.3
1604223223,37.5
1604223224,53.3
1604223225,46.7
1604223226,25
1604223227,43.8
1604223229,60
1604223230,49.9
1604223231,37.4
1604223232,43.7
1604223233,53.3
1604223235,46.7
1604223236,33.4
1604223237,46.7
1604223238,43.7
1604223239,43.7
1604223240,40
1604223242,50
1604223243,62.4
1604223244,50
1604223245,31.2
1604223246,43.7
1604223247,41.2
1604223249,31.2
1604223250,40
1604223251,43.8
1604223252,50
1604223253,43.6
1604223254,40
1604223256,31.2
1604223257,40
1604223258,43.8
1604223259,33.4
1604223260,50
1604223262,60
1604223263,53.3
1604223264,31.2
1604223265,25
1604223266,46.7
1604223267,53.3
1604223269,33.3
1604223270,46.7
1604223271,50
1604223272,53.4
1604223273,40
1604223274,37.4
1604223276,50
1604223277,53.3
1604223278,33.3
1604223279,31.2
1604223280,46.7
1604223282,46.7
1604223283,31.2
1604223284,31.2
1604223285,50
1604223286,56.2
1604223287,43.7
1604223289,40
1604223290,43.7
1604223291,50
1604223292,53.4
1604223293,33.4
1604223294,50
1604223296,37.5
1604223297,37.4
1604223298,33.3
1604223299,50
1604223300,43.8
1604223301,25
1604223303,33.3
1604223304,60
1604223305,46.7
1604223306,25
1604223307,37.4
1604223309,50
1604223310,50
1604223311,25
1604223312,37.4
1604223313,46.7
1604223314,50
1604223316,40
1604223317,43.7
1604223318,43.6
1604223319,60
1604223320,60
1604223322,40
1604223323,31.2
