1604214031307,false,128,35250648,111111506,0,0
1604214044105,false,256,68559928,91121904,0,0
1604214056916,true,384,101875432,77168837,0,17
1604214069775,false,128,34557784,100419945,0,0
1604214082511,false,256,67620520,88832291,0,0
1604214095302,false,384,100941920,102715624,0,0
1604214108113,true,512,134267120,116228465,0,10
1604214120901,false,128,34287232,96269214,0,0
1604214133701,false,256,67602032,120262496,0,0
1604214146525,false,384,100911984,107730148,0,0
1604214159309,true,512,134225040,91038272,0,9
1604214172100,false,128,34257472,92755181,0,0
1604214184900,false,256,67583104,83387282,0,0
1604214197706,true,384,100924200,89066249,0,7
1604214210500,false,128,34263896,92347210,0,0
1604214223299,false,256,67587280,89426492,0,0
1604214236106,true,384,100897464,79092385,0,7
1604214274513,true,384,100857560,84972873,0,8
1604214312906,true,384,100874752,82734148,0,7
1604214351309,true,384,100865624,94306407,0,7
1604214389724,false,384,100879264,105962212,0,0
1604214428111,true,768,200813840,86900597,0,11
1604214466507,true,384,100905192,88028343,0,7
1604214504908,true,384,100902888,97627578,0,8
1604214543358,true,384,100884728,93242710,0,8
1604214581807,true,385,101164904,87368046,23,7
