ts,load
1604202064,12.4
1604202065,0
1604202066,0
1604202067,0
1604202068,6.2
1604202069,0
1604202071,0
1604202072,0
1604202073,0
1604202074,6.2
1604202075,6.7
1604202076,0
1604202078,6.7
1604202079,6.2
1604202080,0
1604202081,6.2
1604202082,6.2
1604202083,6.2
1604202085,6.7
1604202086,6.7
1604202087,20
1604202088,0
1604202089,0
1604202090,6.7
1604202092,0
1604202093,0
1604202094,6.7
1604202095,0
1604202096,6.7
1604202097,6.7
1604202099,6.7
1604202100,0
1604202101,120
1604202102,50
1604202103,26.7
1604202105,118.8
1604202106,56.2
1604202107,31.2
1604202108,26.7
1604202109,40
1604202110,53.3
1604202112,33.3
1604202113,33.3
1604202114,66.7
1604202115,33.3
1604202116,26.7
1604202117,46.7
1604202119,46.7
1604202120,33.3
1604202121,43.7
1604202122,46.7
1604202123,53.4
1604202124,20
1604202126,37.5
1604202127,50
1604202128,37.4
1604202129,31.2
1604202130,50
1604202131,46.7
1604202133,33.3
1604202134,33.3
1604202135,53.3
1604202136,40
1604202137,33.3
1604202139,25
1604202140,18.7
1604202141,50
1604202142,31.2
1604202143,50
1604202144,50
1604202146,25
1604202147,56.2
1604202148,46.7
1604202149,33.4
1604202150,46.7
1604202151,40
1604202153,26.7
1604202154,43.7
1604202155,56.2
1604202156,37.5
1604202157,40
1604202158,46.7
1604202160,40
1604202161,25
1604202162,43.7
1604202163,50
1604202164,33.3
1604202165,50
1604202167,47.1
1604202168,33.3
1604202169,33.3
1604202170,20
1604202171,13.3
1604202172,60
1604202174,46.7
1604202175,56.2
1604202176,46.7
1604202177,33.3
1604202178,46.7
1604202179,46.7
1604202181,40
1604202182,26.7
1604202183,53.4
1604202184,37.5
1604202185,31.2
1604202187,40
1604202188,56.2
1604202189,31.2
1604202190,37.4
1604202191,56.2
1604202192,37.5
1604202194,25
1604202195,46.7
1604202196,53.3
1604202197,60
1604202198,25
1604202199,33.3
1604202201,31.2
1604202202,26.7
1604202203,53.4
1604202204,37.5
1604202205,31.2
1604202206,53.3
1604202208,60
1604202209,46.7
1604202210,26.7
1604202211,37.5
1604202212,53.4
1604202213,40
1604202215,53.4
1604202216,33.3
1604202217,26.7
1604202218,46.7
1604202219,46.7
1604202220,33.4
1604202222,53.3
1604202223,33.3
1604202224,53.3
1604202225,40
1604202226,46.7
1604202227,20
1604202229,53.4
1604202230,46.7
1604202231,37.4
1604202232,31.2
1604202233,31.2
1604202234,56.2
1604202236,33.3
1604202237,33.4
1604202238,53.4
1604202239,40
1604202240,46.7
1604202242,33.3
1604202243,46.7
1604202244,53.4
1604202245,40
1604202246,33.4
1604202247,43.8
1604202249,43.7
1604202250,25
1604202251,43.8
1604202252,25
1604202253,31.2
1604202254,37.4
1604202256,46.7
1604202257,26.7
1604202258,37.5
1604202259,46.7
1604202260,26.7
1604202261,33.3
1604202263,50
1604202264,33.4
1604202265,33.3
1604202266,60
1604202267,33.3
1604202268,33.3
1604202270,53.3
1604202271,40
1604202272,33.4
1604202273,31.2
1604202274,43.8
1604202275,37.4
1604202277,31.2
1604202278,53.3
1604202279,46.7
1604202280,33.3
1604202281,37.5
1604202282,37.4
1604202284,25
1604202285,33.3
1604202286,43.8
1604202287,50
1604202288,50
1604202289,50
1604202291,43.8
1604202292,20
1604202293,33.3
1604202294,53.4
1604202295,31.2
1604202297,25
1604202298,43.8
1604202299,46.7
1604202300,33.4
1604202301,46.7
1604202302,53.4
1604202304,26.7
1604202305,40
1604202306,56.2
1604202307,26.7
1604202308,40
1604202309,53.3
1604202311,46.7
1604202312,46.7
1604202313,18.8
1604202314,43.7
1604202315,37.5
1604202316,25
1604202318,40
1604202319,60
1604202320,33.3
1604202321,37.4
1604202322,46.7
1604202323,33.3
1604202325,31.2
1604202326,53.4
1604202327,33.3
1604202328,26.7
1604202329,35.3
1604202330,46.7
1604202332,40
1604202333,40
1604202334,37.5
1604202335,18.8
1604202336,37.4
1604202338,43.8
1604202339,25
1604202340,50
1604202341,40
1604202342,50
1604202343,56.2
1604202345,18.8
1604202346,46.7
1604202347,40
1604202348,26.7
1604202349,46.7
1604202350,60.1
1604202352,33.4
1604202353,31.2
1604202354,56.2
1604202355,33.3
1604202356,40
1604202357,53.4
1604202359,40
1604202360,46.7
1604202361,43.8
1604202362,43.8
1604202363,46.7
1604202364,26.7
1604202366,40
1604202367,53.4
1604202368,26.7
1604202369,53.3
1604202370,46.7
1604202371,26.7
1604202373,40
1604202374,60
1604202375,33.3
1604202376,53.4
1604202377,33.3
1604202378,53.3
1604202380,31.2
