ts,load
1604201416,13.4
1604201417,0
1604201418,13.4
1604201419,6.2
1604201420,6.2
1604201422,0
1604201423,40
1604201424,66.7
1604201425,50
1604201426,50
1604201427,43.7
1604201429,60
1604201430,50
1604201431,43.7
1604201432,33.3
1604201433,37.5
1604201434,62.4
1604201436,40
1604201437,31.2
1604201438,43.7
1604201439,53.3
1604201440,40
1604201442,40
1604201443,56.2
1604201444,50
1604201445,25
1604201446,46.7
1604201447,56.2
1604201449,37.4
1604201450,31.2
1604201451,43.7
1604201452,60
1604201453,46.7
1604201454,31.2
1604201456,43.8
1604201457,50
1604201458,49.9
1604201459,26.7
1604201460,37.5
1604201461,53.3
1604201463,40
1604201464,40
1604201465,50
1604201466,60
1604201467,40
1604201469,31.2
1604201470,56.2
1604201471,40
1604201472,33.3
1604201473,50
1604201474,50
1604201476,43.8
1604201477,31.2
1604201478,56.2
1604201479,73.4
1604201480,40
1604201481,37.4
1604201483,43.7
1604201484,60
1604201485,50
1604201486,49.9
1604201487,40
1604201488,56.2
1604201490,46.7
1604201491,40
1604201492,50
1604201493,26.7
1604201494,66.7
1604201496,60
1604201497,41.2
1604201498,31.2
1604201499,31.2
1604201500,37.4
1604201501,23.5
1604201503,87.4
1604201504,31.2
1604201505,33.3
1604201506,56.2
1604201507,46.7
1604201509,37.5
1604201510,46.7
1604201511,53.3
1604201512,50
1604201513,50
1604201514,37.5
1604201516,37.4
1604201517,62.4
1604201518,60
1604201519,25
1604201520,33.3
1604201521,62.4
1604201523,50
1604201524,37.5
1604201525,33.3
1604201526,43.8
1604201527,43.8
1604201529,43.8
1604201530,33.3
1604201531,43.7
1604201532,56.2
1604201533,50
1604201534,40
1604201536,31.2
1604201537,66.7
1604201538,46.7
1604201539,50
1604201540,26.7
1604201541,56.2
1604201543,31.2
1604201544,26.7
1604201545,37.5
1604201546,50
1604201547,31.2
1604201549,31.2
1604201550,46.7
1604201551,60
1604201552,43.7
1604201553,25
1604201554,37.5
1604201556,60
1604201557,50
1604201558,31.2
1604201559,37.5
1604201560,50
1604201561,53.3
1604201563,68.7
1604201564,31.2
1604201565,43.8
1604201566,66.7
1604201567,62.4
1604201569,50
1604201570,46.7
1604201571,25
1604201572,40
1604201573,50
1604201574,50
1604201576,40
1604201577,31.2
1604201578,33.4
1604201579,46.7
1604201580,60
1604201581,25
1604201583,33.3
1604201584,60
1604201585,56.2
1604201586,40
1604201587,31.2
1604201588,56.2
1604201590,46.7
1604201591,40
1604201592,43.7
1604201593,50
1604201594,37.5
1604201596,37.5
1604201597,33.3
1604201598,50
1604201599,43.8
1604201600,40
1604201601,50
1604201603,50
1604201604,43.8
1604201605,25
1604201606,50
1604201607,47.1
1604201608,53.3
1604201610,31.2
1604201611,37.4
1604201612,37.5
1604201613,60
1604201614,43.8
1604201616,31.2
1604201617,50
1604201618,50
1604201619,40
1604201620,33.4
1604201621,56.2
1604201623,50
1604201624,43.6
1604201625,40
1604201626,50
1604201627,87.4
1604201628,33.3
1604201630,33.3
1604201631,60
1604201632,56.2
1604201633,40
1604201634,40
1604201635,37.5
1604201637,60
1604201638,40
1604201639,43.7
1604201640,50
1604201641,50
1604201643,43.7
1604201644,43.7
1604201645,47.1
1604201646,56.2
1604201647,31.2
1604201648,46.7
1604201650,43.8
1604201651,62.4
1604201652,40
1604201653,87.5
1604201654,25
1604201656,40
1604201657,46.7
1604201658,60
1604201659,43.7
1604201660,33.4
1604201661,56.2
1604201663,62.4
1604201664,40
1604201665,43.6
1604201666,53.4
1604201667,53.3
1604201668,53.4
1604201670,26.7
1604201671,46.7
1604201672,53.3
1604201673,49.8
1604201674,49.9
1604201675,46.7
1604201677,62.4
1604201678,33.3
1604201679,31.2
1604201680,56.2
1604201681,62.5
1604201683,31.2
1604201684,40
1604201685,33.3
1604201686,53.3
1604201687,37.5
1604201688,31.2
1604201690,60.1
1604201691,50
1604201692,56.2
1604201693,31.2
1604201694,46.7
1604201695,50
1604201697,43.7
1604201698,43.8
1604201699,33.4
1604201700,50
1604201701,62.4
1604201703,62.4
1604201704,56.2
1604201705,62.4
1604201706,56.2
1604201707,50
1604201708,56.2
1604201710,25
1604201711,37.5
1604201712,33.3
1604201713,60
1604201714,43.8
1604201715,50
1604201717,125
1604201718,46.7
1604201719,37.5
1604201720,40
1604201721,31.2
1604201723,33.3
1604201724,50
1604201725,50
1604201726,37.4
1604201727,37.5
1604201728,50
1604201730,62.5
1604201731,43.7
1604201732,43.6
1604201733,46.7
1604201734,56.2
1604201735,37.5
1604201737,31.2
1604201738,40
1604201739,62.4
1604201740,43.7
1604201741,40
1604201743,53.4
1604201744,66.7
1604201745,60
1604201746,68.7
1604201747,33.3
1604201748,43.7
1604201750,49.9
1604201751,31.2
1604201752,50
1604201753,53.3
1604201754,53.4
1604201755,53.3
1604201757,56.2
1604201758,40
1604201759,40
1604201760,46.7
1604201761,56.2
1604201762,43.8
1604201764,33.4
1604201765,50
1604201766,50
1604201767,50
1604201768,26.7
1604201769,46.7
1604201771,37.4
1604201772,31.2
1604201773,56.2
1604201774,33.3
1604201775,50
1604201777,53.4
1604201778,33.3
1604201779,37.5
1604201780,53.3
1604201781,40
1604201782,31.2
1604201784,40
1604201785,43.8
1604201786,37.5
1604201787,26.7
1604201788,43.8
1604201789,50
1604201791,31.2
1604201792,46.7
1604201793,43.8
1604201794,31.2
1604201795,68.7
1604201797,37.4
1604201798,26.7
1604201799,56.2
1604201800,56.2
1604201801,33.3
1604201802,43.7
1604201804,120
1604201805,50
1604201806,33.3
1604201807,37.5
1604201808,41.2
1604201809,50
1604201811,53.4
1604201812,53.4
1604201813,43.8
1604201814,50
1604201815,37.5
1604201817,33.4
1604201818,56.2
1604201819,53.3
1604201820,43.7
1604201821,31.2
1604201822,40
1604201824,66.7
1604201825,33.3
1604201826,46.7
1604201827,50
1604201828,46.7
1604201829,31.2
1604201831,31.2
1604201832,43.8
1604201833,53.4
1604201834,43.7
1604201835,40
1604201836,50
1604201838,53.3
1604201839,31.2
1604201840,33.3
1604201841,56.2
1604201842,43.8
1604201844,43.7
1604201845,43.8
1604201846,43.8
1604201847,50
1604201848,56.2
1604201849,26.7
1604201851,43.8
1604201852,40
1604201853,37.5
1604201854,33.3
1604201855,53.3
1604201856,31.3
1604201858,66.7
1604201859,46.7
1604201860,31.2
1604201861,31.2
1604201862,60.1
1604201864,31.2
1604201865,50
1604201866,53.4
1604201867,46.7
1604201868,31.2
1604201869,26.7
1604201871,31.2
1604201872,40
1604201873,41.2
1604201874,50
1604201875,46.7
1604201877,73.3
1604201878,56.2
1604201879,46.7
1604201880,31.2
1604201881,37.5
1604201882,60
1604201884,62.4
1604201885,62.4
1604201886,46.7
1604201887,25
1604201888,37.5
1604201889,50
1604201891,46.7
1604201892,37.4
1604201893,46.7
1604201894,62.4
1604201895,40
1604201897,37.4
1604201898,46.7
1604201899,43.8
1604201900,68.7
1604201901,43.7
1604201902,31.2
1604201904,43.7
1604201905,56.2
1604201906,50
1604201907,25
1604201908,37.5
1604201909,60
1604201911,50
1604201912,40
1604201913,37.4
1604201914,53.4
1604201915,46.7
1604201917,53.3
1604201918,75
1604201919,75
1604201920,37.4
1604201921,43.8
1604201922,56.2
1604201924,56.2
1604201925,31.2
1604201926,40
1604201927,50
1604201928,50
1604201929,37.5
1604201931,33.4
1604201932,37.5
1604201933,52.9
1604201934,43.8
1604201935,33.4
1604201936,56.2
1604201938,47.1
1604201939,62.4
1604201940,43.8
1604201941,33.3
1604201942,56.2
1604201944,53.4
1604201945,49.9
1604201946,31.2
1604201947,53.4
1604201948,68.7
1604201949,37.5
1604201951,46.7
1604201952,40
1604201953,37.5
1604201954,106.2
1604201955,33.4
1604201957,43.7
1604201958,62.4
1604201959,46.7
1604201960,18.8
1604201961,31.2
1604201962,31.2
1604201964,31.2
1604201965,50
1604201966,50
1604201967,53.4
1604201968,40
1604201969,43.8
1604201971,31.2
1604201972,40
1604201973,50
1604201974,53.3
1604201975,50
1604201977,25
1604201978,40
1604201979,41.2
1604201980,56.2
1604201981,40
1604201982,40
1604201984,40
1604201985,60
1604201986,37.4
1604201987,60
1604201988,53.4
1604201989,33.3
1604201991,37.5
1604201992,37.5
1604201993,25
1604201994,40
1604201995,60
1604201997,43.7
1604201998,37.4
1604201999,40
1604202000,53.3
1604202001,53.3
1604202002,26.7
1604202004,40
1604202005,46.7
1604202006,66.7
1604202007,31.2
1604202008,31.2
1604202009,43.8
1604202011,56.2
1604202012,43.8
1604202013,50
1604202014,50
1604202015,46.7
1604202017,40
1604202018,31.2
1604202019,43.8
1604202020,60
1604202021,40
1604202022,6.2
1604202024,12.4
