1604201435404,false,128,59805320,76151928,0,0
1604201448211,true,256,117693776,77125138,0,12
1604201461002,false,128,58681888,60647970,0,0
1604201473784,true,256,116578552,49754817,0,10
1604201486611,true,128,58680536,54298080,0,5
1604201499436,true,128,58674520,44430595,0,8
1604201512210,true,128,58917800,40025918,0,10
1604201525006,true,128,58641488,41846729,0,5
1604201537755,true,128,58665200,50294331,0,5
1604201550611,true,128,58645336,56037614,0,9
1604201563450,true,129,59126840,55076541,22,5
1604201576303,true,128,59104392,58419157,0,4
1604201589107,true,128,59106608,43354210,0,7
1604201601913,true,128,59088688,43612592,0,10
1604201614705,true,128,59096224,44977381,0,7
1604201627502,true,128,59095688,42435101,0,5
1604201640302,true,128,59104864,49443839,0,6
1604201653109,true,128,59101056,50318354,0,11
1604201665907,true,128,59100456,42544416,0,5
1604201678702,true,128,59101000,50614258,0,4
1604201691502,true,128,59100760,48071009,0,6
1604201704380,true,129,59557592,46736807,27,7
1604201717156,true,128,58666816,53812000,0,4
1604201730005,true,128,58697832,40114060,0,6
1604201742807,true,128,58670712,43188847,0,9
1604201755578,true,128,58669048,43128411,0,6
1604201768354,true,128,58679680,49894192,0,7
1604201781205,true,128,58938144,39522660,0,9
1604201793982,true,128,58671184,42649523,0,8
1604201806805,true,128,58669352,40618959,0,7
1604201819651,true,129,59119152,45062518,25,5
1604201832510,true,128,59119232,50270629,0,7
1604201845300,true,128,59111088,48029924,0,3
1604201858104,true,128,59126104,46845605,0,7
1604201870879,true,128,59121288,44524384,0,5
1604201883676,true,128,59129536,48079821,0,5
1604201896502,true,128,59129744,45872268,0,4
1604201909300,true,128,59119680,39346794,0,3
1604201922079,true,128,59135536,43164362,0,5
1604201934903,true,128,59120416,39001489,0,4
1604201947701,true,128,59118328,41612760,0,4
1604201960448,true,128,59127368,40613182,0,3
1604201973300,true,128,59121264,40651387,0,4
1604201986104,true,128,59121240,40112414,0,6
1604201998899,true,128,59127368,40066971,0,4
1604202011702,true,128,59136712,47711098,0,3
