ts,load
1604202079,12.4
1604202080,0
1604202081,0
1604202083,0
1604202084,6.7
1604202085,0
1604202086,0
1604202087,0
1604202088,0
1604202090,0
1604202091,13.4
1604202092,0
1604202093,0
1604202094,0
1604202096,6.7
1604202097,0
1604202098,0
1604202099,0
1604202100,0
1604202101,50
1604202103,50
1604202104,33.3
1604202105,46.7
1604202106,60
1604202107,40
1604202108,43.6
1604202110,66.7
1604202111,49.9
1604202112,25
1604202113,37.5
1604202114,53.3
1604202115,53.3
1604202117,40
1604202118,31.2
1604202119,60
1604202120,40
1604202121,37.4
1604202122,37.4
1604202124,56.2
1604202125,43.8
1604202126,26.7
1604202127,53.4
1604202128,56.2
1604202130,43.8
1604202131,26.7
1604202132,53.4
1604202133,60
1604202134,43.7
1604202135,31.2
1604202137,53.3
1604202138,46.7
1604202139,53.3
1604202140,40.1
1604202141,25
1604202142,53.3
1604202144,37.5
1604202145,53.4
1604202146,53.4
1604202147,26.7
1604202148,37.5
1604202149,41.2
1604202151,43.8
1604202152,25
1604202153,37.4
1604202154,43.8
1604202155,43.7
1604202157,26.7
1604202158,43.7
1604202159,53.3
1604202160,37.4
1604202161,37.5
1604202162,50
1604202164,50
1604202165,33.4
1604202166,60
1604202167,40.1
1604202168,33.3
1604202169,50
1604202171,53.4
1604202172,43.8
1604202173,43.8
1604202174,26.7
1604202175,40
1604202176,53.3
1604202178,33.4
1604202179,31.2
1604202180,53.3
1604202181,37.4
1604202182,33.3
1604202183,43.8
1604202185,56.2
1604202186,25
1604202187,33.3
1604202188,50
1604202189,49.9
1604202191,33.4
1604202192,37.5
1604202193,40
1604202194,56.2
1604202195,50
1604202196,37.5
1604202198,56.2
1604202199,53.3
1604202200,31.2
1604202201,43.8
1604202202,53.3
1604202203,26.7
1604202205,40
1604202206,40
1604202207,62.4
1604202208,33.3
1604202209,60
1604202210,40
1604202212,46.7
1604202213,25
1604202214,46.7
1604202215,46.7
1604202216,40.1
1604202217,62.4
1604202219,50
1604202220,40
1604202221,31.2
1604202222,46.7
1604202223,40
1604202225,60
1604202226,37.5
1604202227,25
1604202228,31.2
1604202229,46.7
1604202230,33.4
1604202232,46.7
1604202233,46.7
1604202234,53.4
1604202235,31.2
1604202236,43.8
1604202237,43.8
1604202239,46.7
1604202240,33.3
1604202241,46.7
1604202242,33.3
1604202243,50
1604202245,37.5
1604202246,31.2
1604202247,43.7
1604202248,43.8
1604202249,31.2
1604202250,46.7
1604202252,31.2
1604202253,46.7
1604202254,33.3
1604202255,53.4
1604202256,50
1604202257,35.3
1604202259,33.3
1604202260,53.3
1604202261,53.3
1604202262,40
1604202263,40
1604202264,56.2
1604202266,43.8
1604202267,26.7
1604202268,33.3
1604202269,60
1604202270,37.5
1604202272,31.2
1604202273,40
1604202274,53.3
1604202275,53.4
1604202276,33.4
1604202277,43.8
1604202279,53.4
1604202280,26.7
1604202281,33.3
1604202282,60
1604202283,31.2
1604202284,37.4
1604202286,37.4
1604202287,31.2
1604202288,40
1604202289,46.7
1604202290,33.4
1604202291,46.7
1604202293,46.7
1604202294,40
1604202295,46.7
1604202296,40
1604202297,31.2
1604202298,37.5
1604202300,50
1604202301,33.3
1604202302,40
1604202303,50
1604202304,50
1604202306,25
1604202307,26.7
1604202308,33.4
1604202309,40
1604202310,50
1604202311,37.5
1604202313,53.3
1604202314,46.7
1604202315,26.7
1604202316,25
1604202317,50
1604202318,37.4
1604202320,37.5
1604202321,43.8
1604202322,37.4
1604202323,37.4
1604202324,50
1604202325,43.8
1604202327,31.2
1604202328,50
1604202329,62.4
1604202330,53.3
1604202331,26.7
1604202332,66.7
1604202334,60
1604202335,53.3
1604202336,53.3
1604202337,46.7
1604202338,60
1604202339,33.3
1604202341,31.2
1604202342,40
1604202343,31.2
1604202344,33.3
1604202345,46.7
1604202347,31.2
1604202348,46.7
1604202349,56.2
1604202350,53.3
1604202351,26.7
1604202352,40
1604202354,50
1604202355,33.3
1604202356,37.4
1604202357,62.4
1604202358,53.4
1604202359,33.4
1604202361,40
1604202362,53.3
1604202363,60
1604202364,31.2
1604202365,31.2
1604202366,66.7
1604202368,40
