ts,load
1604201369,6.7
1604201370,0
1604201372,0
1604201373,0
1604201374,0
1604201375,0
1604201376,6.7
1604201377,0
1604201379,0
1604201380,0
1604201381,0
1604201382,0
1604201383,0
1604201384,0
1604201386,0
1604201387,0
1604201388,0
1604201389,0
1604201390,0
1604201391,0
1604201393,0
1604201394,0
1604201395,0
1604201396,0
1604201397,0
1604201398,0
1604201400,6.7
1604201401,0
1604201402,0
1604201403,6.2
1604201404,0
1604201405,0
1604201407,0
1604201408,0
1604201409,0
1604201410,0
1604201411,0
1604201412,0
1604201414,0
1604201415,0
1604201416,0
1604201417,0
1604201418,0
1604201419,0
1604201421,0
1604201422,0
1604201423,25
1604201424,40
1604201425,37.5
1604201426,20
1604201428,33.3
1604201429,46.7
1604201430,18.8
1604201431,33.3
1604201432,46.7
1604201433,20
1604201435,46.7
1604201436,40
1604201437,31.2
1604201438,26.7
1604201439,43.8
1604201440,26.7
1604201442,26.7
1604201443,46.7
1604201444,20
1604201445,25
1604201446,40
1604201447,18.8
1604201449,26.7
1604201450,37.5
1604201451,18.8
1604201452,13.3
1604201453,18.8
1604201454,26.7
1604201456,46.7
1604201457,40
1604201458,25
1604201459,20
1604201460,43.7
1604201461,26.7
1604201463,18.8
1604201464,40
1604201465,31.2
1604201466,33.3
1604201467,31.2
1604201468,26.7
1604201470,26.7
1604201471,31.2
1604201472,53.3
1604201473,40
1604201474,18.8
1604201475,20
1604201477,31.2
1604201478,62.4
1604201479,13.3
1604201480,25
1604201481,40
1604201482,25
1604201484,33.3
1604201485,40
1604201486,26.7
1604201487,46.7
1604201488,40
1604201489,20
1604201491,26.7
1604201492,25
1604201493,6.7
1604201494,40
1604201495,37.5
1604201496,26.7
1604201498,20
1604201499,18.8
1604201500,33.4
1604201501,18.8
1604201502,33.3
1604201503,18.8
1604201505,40
1604201506,26.7
1604201507,26.7
1604201508,40
1604201509,18.8
1604201510,26.7
1604201511,40
1604201513,18.8
1604201514,25
1604201515,40
1604201516,25
1604201517,20
1604201518,33.3
1604201520,20
1604201521,25
1604201522,46.7
1604201523,20
1604201524,40
1604201525,46.7
1604201527,20
1604201528,26.7
1604201529,40
1604201530,26.7
1604201531,33.4
1604201532,46.7
1604201534,33.4
1604201535,6.7
1604201536,31.2
1604201537,33.3
1604201538,37.5
1604201539,40
1604201541,37.5
1604201542,26.7
1604201543,43.7
1604201544,33.3
1604201545,37.5
1604201546,40
1604201548,31.2
1604201549,26.7
1604201550,53.3
1604201551,20
1604201552,26.7
1604201553,56.2
1604201555,33.4
1604201556,31.2
1604201557,46.7
1604201558,31.2
1604201559,33.3
1604201560,40
1604201562,37.4
1604201563,6.7
1604201564,33.3
1604201565,33.3
1604201566,12.5
1604201567,33.3
1604201569,46.7
1604201570,6.7
1604201571,26.7
1604201572,25
1604201573,33.3
1604201574,113.4
1604201576,25
1604201577,26.7
1604201578,43.7
1604201579,26.7
1604201580,25
1604201581,46.7
1604201583,18.8
1604201584,33.3
1604201585,37.5
1604201586,20
1604201587,33.3
1604201588,50
1604201590,26.7
1604201591,20
1604201592,37.5
1604201593,26.7
1604201594,20
1604201595,37.5
1604201597,33.4
1604201598,33.3
1604201599,46.7
1604201600,33.3
1604201601,33.3
1604201602,40
1604201604,26.7
1604201605,26.7
1604201606,46.7
1604201607,18.8
1604201608,25
1604201609,53.3
1604201611,20
1604201612,37.4
1604201613,40
1604201614,31.2
1604201615,33.3
1604201616,33.3
1604201618,18.8
1604201619,33.3
1604201620,31.2
1604201621,13.3
1604201622,37.5
1604201623,40
1604201625,20
1604201626,40
1604201627,43.7
1604201628,20
1604201629,37.5
1604201630,26.7
1604201632,25
1604201633,46.7
1604201634,25
1604201635,31.2
1604201636,33.3
1604201637,25
1604201639,26.7
1604201640,46.7
1604201641,20
1604201642,33.3
1604201643,46.7
1604201644,18.8
1604201646,33.3
1604201647,37.5
1604201648,20
1604201649,33.3
1604201650,40
1604201651,20
1604201653,46.7
1604201654,37.5
1604201655,20
1604201656,31.2
1604201657,40
1604201658,26.7
1604201660,26.7
1604201661,37.5
1604201662,20
1604201663,31.2
1604201664,40
1604201665,25
1604201667,26.7
1604201668,31.2
1604201669,26.7
1604201670,33.3
1604201671,40
1604201672,20
1604201674,33.3
1604201675,46.7
1604201676,18.8
1604201677,40
1604201678,37.5
1604201679,26.7
1604201681,37.5
1604201682,33.3
1604201683,20
1604201684,29.4
1604201685,33.3
1604201686,18.8
1604201688,31.2
1604201689,33.3
1604201690,20
1604201691,46.7
1604201692,37.5
1604201693,20
1604201695,29.4
1604201696,33.3
1604201697,18.8
1604201698,26.7
1604201699,60
1604201700,43.7
1604201702,20
1604201703,33.3
1604201704,37.5
1604201705,37.5
1604201706,40
1604201707,25
1604201709,26.7
1604201710,25
1604201711,40
1604201712,40
1604201713,20
1604201714,31.2
1604201716,46.7
1604201717,20
1604201718,40
1604201719,26.7
1604201720,25
1604201721,26.7
1604201723,31.2
1604201724,31.2
1604201725,100
1604201726,37.5
1604201727,33.3
1604201728,25
1604201730,46.7
1604201731,26.7
1604201732,26.7
1604201733,40
1604201734,26.7
1604201735,20
1604201737,46.7
1604201738,31.2
1604201739,18.8
1604201740,37.5
1604201741,33.3
1604201742,18.8
1604201744,40
1604201745,18.8
1604201746,40
1604201747,40
1604201748,26.7
1604201749,40
1604201751,33.3
1604201752,26.7
1604201753,26.7
1604201754,26.7
1604201755,26.7
1604201756,40
1604201758,40
1604201759,37.4
1604201760,20
1604201761,37.5
1604201762,26.7
1604201763,25
1604201765,40
1604201766,26.7
1604201767,6.7
1604201768,37.5
1604201769,40
1604201770,40
1604201772,25
1604201773,26.7
1604201774,33.3
1604201775,33.3
1604201776,25
1604201777,40
1604201779,37.5
1604201780,20
1604201781,33.3
1604201782,40
1604201783,20
1604201784,26.7
1604201786,43.8
1604201787,33.4
1604201788,18.8
1604201789,40
1604201790,20
1604201791,40
1604201793,26.7
1604201794,26.7
1604201795,6.7
1604201796,18.8
1604201797,46.7
1604201798,18.8
1604201800,40
1604201801,26.7
1604201802,26.7
1604201803,37.5
1604201804,20
1604201805,26.7
1604201807,40
1604201808,33.4
1604201809,26.7
1604201810,40
1604201811,20
1604201812,26.7
1604201814,40
1604201815,40
1604201816,31.2
1604201817,46.7
1604201818,46.7
1604201819,26.7
1604201821,31.2
1604201822,20
1604201823,33.3
1604201824,40
1604201825,20
1604201826,33.3
1604201828,37.5
1604201829,26.7
1604201830,31.2
1604201831,40
1604201832,13.3
1604201833,31.2
1604201835,40
1604201836,18.8
1604201837,26.7
1604201838,53.4
1604201839,26.7
1604201840,31.2
1604201842,40
1604201843,33.4
1604201844,26.7
1604201845,31.2
1604201846,20
1604201847,26.7
1604201849,46.7
1604201850,18.8
1604201851,13.3
1604201852,33.3
1604201853,40
1604201854,31.2
1604201856,33.3
1604201857,26.7
1604201858,26.7
1604201859,31.2
1604201860,26.7
1604201861,31.2
1604201863,26.7
1604201864,37.5
1604201865,26.7
1604201866,40
1604201867,46.7
1604201868,20
1604201870,31.2
1604201871,20
1604201872,26.7
1604201873,37.5
1604201874,26.7
1604201875,100
1604201877,31.2
1604201878,26.7
1604201879,37.5
1604201880,26.7
1604201881,20
1604201882,18.8
1604201884,37.5
1604201885,33.4
1604201886,26.7
1604201887,43.7
1604201888,26.7
1604201889,37.4
1604201891,40
1604201892,18.8
1604201893,40
1604201894,40
1604201895,20
1604201896,33.3
1604201898,31.2
1604201899,26.7
1604201900,31.2
1604201901,40
1604201902,20
1604201903,31.2
1604201905,40
1604201906,20
1604201907,25
1604201908,46.7
1604201909,25
1604201910,25
1604201912,40
1604201913,18.8
1604201914,20
1604201915,31.2
1604201916,20
1604201917,20
1604201919,33.3
1604201920,37.5
1604201921,40
1604201922,20
1604201923,25
1604201924,40
1604201926,37.5
1604201927,26.7
1604201928,20
1604201929,46.7
1604201930,26.7
1604201931,31.2
1604201933,46.7
1604201934,26.7
1604201935,26.7
1604201936,40
1604201937,26.7
1604201938,31.2
1604201940,46.7
1604201941,33.4
1604201942,25
1604201943,40
1604201944,20
1604201945,40
1604201947,43.7
1604201948,20
1604201949,26.7
1604201950,37.5
1604201951,40
1604201952,20
1604201954,33.3
1604201955,37.5
1604201956,53.4
1604201957,33.3
1604201958,37.5
1604201959,40
1604201961,25
1604201962,40
1604201963,31.2
1604201964,40
1604201965,26.7
1604201966,46.7
1604201968,46.7
1604201969,31.2
1604201970,20
1604201971,26.7
1604201972,40
1604201973,33.3
1604201975,31.2
1604201976,26.7
1604201977,40
1604201978,20
1604201979,26.7
1604201980,33.3
1604201982,26.7
1604201983,26.7
1604201984,46.7
1604201985,20
1604201986,46.7
1604201987,37.5
1604201989,46.7
1604201990,26.7
1604201991,46.7
1604201992,33.4
1604201993,33.4
1604201994,26.7
1604201996,20
1604201997,40
1604201998,33.3
1604201999,13.3
1604202000,35.3
1604202001,53.4
1604202003,18.8
1604202004,31.2
1604202005,20
1604202006,49.9
1604202007,20
1604202008,18.8
1604202010,26.7
1604202011,33.3
1604202012,40
1604202013,37.5
1604202014,50
1604202015,26.7
1604202017,40
1604202018,25
1604202019,37.5
1604202020,46.7
1604202021,13.4
1604202022,6.2
