1604201435436,false,128,59791984,72406126,0,0
1604201448243,true,256,117697312,77872593,0,13
1604201461041,true,128,58691120,57163806,0,7
1604201473843,true,128,58691832,40653777,0,7
1604201486644,true,128,58682664,44305837,0,12
1604201499465,true,128,58684672,49216873,0,7
1604201512241,true,128,58925856,41077485,0,7
1604201525046,true,128,58657408,41042622,0,9
1604201537813,true,128,58650384,41366107,0,7
1604201550637,true,128,58645416,42808143,0,7
1604201563506,true,129,59119168,39519788,18,5
1604201576343,true,128,59105888,43314729,0,8
1604201589143,true,128,59106432,41501533,0,7
1604201601938,true,128,59095680,49196831,0,7
1604201614741,true,128,59086560,38564745,0,7
1604201627545,true,128,59089008,48401522,0,7
1604201640339,true,128,59097864,50026871,0,6
1604201653140,true,128,59092736,55229228,0,6
1604201665939,true,128,59101248,39490178,0,7
1604201678747,true,128,59101024,39939808,0,14
1604201691540,true,128,59100848,38607703,0,5
1604201704399,true,128,59108888,49759831,0,6
1604201717224,true,129,59563144,50036021,23,6
1604201730040,true,128,58666488,47464364,0,7
1604201742837,true,128,58683416,44342460,0,6
1604201755645,true,128,58668312,39214423,0,9
1604201768409,true,128,58679008,43886142,0,6
1604201781238,true,128,58929168,48386646,0,7
1604201794037,true,128,58679096,48315001,0,7
1604201806841,true,128,58677112,38761948,0,9
1604201819727,true,129,59119688,49170865,12,5
1604201832539,true,128,59127904,38639913,0,7
1604201845339,true,128,59112080,42397388,0,8
1604201858135,true,128,59127192,47862416,0,7
1604201870939,true,128,59121688,51182889,0,8
1604201883717,true,128,59127744,46987340,0,8
1604201896537,true,128,59121288,49833252,0,7
1604201909341,true,128,59119648,38581834,0,7
1604201922140,true,128,59135904,45231489,0,8
1604201934944,true,128,59130336,43222072,0,6
1604201947739,true,128,59111624,41869644,0,7
1604201960616,true,129,59584888,41111702,28,8
1604201973437,true,128,58674352,45441534,0,8
1604201986236,true,128,58673520,38957927,0,7
1604201999037,true,128,58679688,45645014,0,8
1604202011841,true,128,58689904,47740824,0,7
