ts,load
1604201385,6.7
1604201386,0
1604201387,0
1604201388,0
1604201389,13.4
1604201391,6.7
1604201392,6.7
1604201393,6.7
1604201394,6.2
1604201395,0
1604201396,6.2
1604201398,0
1604201399,0
1604201400,6.2
1604201401,0
1604201402,6.7
1604201403,0
1604201405,0
1604201406,6.7
1604201407,0
1604201408,0
1604201409,0
1604201410,12.5
1604201412,0
1604201413,0
1604201414,6.7
1604201415,6.7
1604201416,13.4
1604201417,6.2
1604201419,6.2
1604201420,0
1604201421,0
1604201422,86.7
1604201423,40
1604201424,37.4
1604201426,146.7
1604201427,31.2
1604201428,26.7
1604201429,40
1604201430,40
1604201431,40.1
1604201433,33.4
1604201434,46.7
1604201435,31.2
1604201436,31.2
1604201437,43.8
1604201439,33.3
1604201440,26.7
1604201441,43.7
1604201442,46.7
1604201443,26.7
1604201444,33.3
1604201446,43.8
1604201447,33.3
1604201448,40
1604201449,50
1604201450,40
1604201451,25
1604201453,31.2
1604201454,37.5
1604201455,25
1604201456,31.2
1604201457,43.8
1604201458,43.8
1604201460,20
1604201461,25
1604201462,43.8
1604201463,31.2
1604201464,31.2
1604201465,50
1604201467,33.3
1604201468,40.1
1604201469,40
1604201470,75
1604201471,26.7
1604201472,25
1604201474,26.7
1604201475,33.3
1604201476,26.7
1604201477,53.4
1604201478,12.5
1604201480,40
1604201481,26.7
1604201482,43.7
1604201483,53.4
1604201484,33.4
1604201485,37.5
1604201487,50
1604201488,37.4
1604201489,26.7
1604201490,37.5
1604201491,43.7
1604201492,37.5
1604201494,25
1604201495,37.4
1604201496,53.4
1604201497,31.2
1604201498,18.8
1604201499,50
1604201501,46.7
1604201502,37.5
1604201503,46.7
1604201504,26.7
1604201505,40
1604201506,53.4
1604201508,31.2
1604201509,40
1604201510,40
1604201511,40
1604201512,33.3
1604201513,40
1604201515,40
1604201516,26.7
1604201517,37.4
1604201518,43.8
1604201519,40
1604201520,31.2
1604201522,43.8
1604201523,43.8
1604201524,31.2
1604201525,31.2
1604201526,43.8
1604201528,31.2
1604201529,25
1604201530,37.5
1604201531,37.5
1604201532,25
1604201533,31.2
1604201535,37.5
1604201536,43.8
1604201537,56.2
