ts,load
1604202851,12.4
1604202852,0
1604202853,0
1604202854,0
1604202856,6.7
1604202857,0
1604202858,43.8
1604202859,31.2
1604202860,56.2
1604202861,131.2
1604202863,33.4
1604202864,40
1604202865,50
1604202866,50
1604202867,31.2
1604202869,37.5
1604202870,50
1604202871,53.4
1604202872,25
1604202873,37.5
1604202874,50
1604202876,53.4
1604202877,31.2
1604202878,43.8
1604202879,56.2
1604202880,37.5
1604202881,37.4
1604202883,37.5
1604202884,46.7
1604202885,40
1604202886,31.2
1604202887,37.5
1604202889,41.2
1604202890,46.7
1604202891,33.3
1604202892,37.4
1604202893,37.4
1604202894,43.8
1604202896,80.1
1604202897,26.7
1604202898,25
1604202899,50
1604202900,40
1604202901,37.4
1604202903,43.8
1604202904,13.3
1604202905,40
1604202906,53.3
1604202907,46.7
1604202909,31.2
1604202910,43.8
1604202911,50
1604202912,46.7
1604202913,31.2
1604202914,31.2
1604202916,66.7
1604202917,37.4
1604202918,37.4
1604202919,53.3
1604202920,43.8
1604202921,31.2
1604202923,40
1604202924,66.7
1604202925,40
1604202926,37.4
1604202927,50
1604202928,62.4
1604202930,40
1604202931,31.2
1604202932,31.2
1604202933,41.2
1604202934,56.2
1604202936,46.7
1604202937,26.7
1604202938,46.7
1604202939,56.2
1604202940,37.5
1604202941,37.4
1604202943,56.2
1604202944,46.7
1604202945,25
1604202946,43.7
1604202947,60
1604202948,53.4
1604202950,40
1604202951,25
1604202952,37.5
1604202953,31.2
1604202954,56.2
1604202956,40
1604202957,43.6
1604202958,43.7
1604202959,60
1604202960,43.7
1604202961,31.2
1604202963,40
1604202964,56.2
1604202965,53.4
1604202966,37.4
1604202967,40
1604202968,43.8
1604202970,37.5
1604202971,33.4
1604202972,37.4
1604202973,60
1604202974,43.7
1604202976,31.2
1604202977,37.4
1604202978,56.2
1604202979,46.7
1604202980,33.4
1604202981,40
1604202983,62.5
1604202984,56.2
1604202985,31.2
1604202986,43.7
1604202987,56.2
1604202988,37.5
1604202990,26.7
1604202991,37.4
1604202992,43.8
1604202993,60
1604202994,25
1604202996,31.2
1604202997,40
1604202998,37.4
1604202999,33.3
1604203000,40
1604203001,50
1604203003,43.8
1604203004,26.7
1604203005,37.5
1604203006,50
1604203007,46.7
1604203008,18.8
1604203010,50
1604203011,43.7
1604203012,60
1604203013,37.5
1604203014,46.7
1604203016,31.2
1604203017,43.8
1604203018,31.2
1604203019,31.2
1604203020,56.2
1604203021,43.8
1604203023,37.4
1604203024,68.7
1604203025,43.7
1604203026,56.2
1604203027,53.4
1604203028,25
1604203030,37.5
1604203031,50
