ts,load
1604202835,0
1604202837,6.7
1604202838,0
1604202839,0
1604202840,0
1604202841,0
1604202842,6.2
1604202844,0
1604202845,0
1604202846,6.2
1604202847,0
1604202848,0
1604202849,0
1604202851,6.7
1604202852,0
1604202853,0
1604202854,0
1604202855,0
1604202857,0
1604202858,46.7
1604202859,53.3
1604202860,50
1604202861,53.4
1604202862,40
1604202864,53.3
1604202865,46.7
1604202866,20
1604202867,43.6
1604202868,53.3
1604202869,37.5
1604202871,25
1604202872,60
1604202873,43.8
1604202874,53.4
1604202875,18.8
1604202876,37.5
1604202878,53.3
1604202879,31.2
1604202880,33.3
1604202881,53.4
1604202882,60
1604202884,33.3
1604202885,37.5
1604202886,56.2
1604202887,43.7
1604202888,26.7
1604202889,40
1604202891,46.7
1604202892,31.2
1604202893,31.2
1604202894,43.8
1604202895,53.3
1604202896,33.3
1604202898,12.5
1604202899,60
1604202900,31.2
1604202901,31.2
1604202902,43.8
1604202903,25
1604202905,46.7
1604202906,66.7
1604202907,26.7
1604202908,31.2
1604202909,33.4
1604202910,40
1604202912,33.4
1604202913,40
1604202914,60.1
1604202915,33.3
1604202916,43.8
1604202918,56.2
1604202919,40
1604202920,37.4
1604202921,68.6
1604202922,60
1604202923,33.3
1604202925,31.2
1604202926,50
1604202927,43.8
1604202928,31.2
1604202929,40
1604202930,43.8
1604202932,43.8
1604202933,33.3
1604202934,40
1604202935,43.8
1604202936,43.8
1604202937,31.2
1604202939,33.4
1604202940,43.8
1604202941,43.8
1604202942,26.7
1604202943,43.8
1604202945,50
1604202946,40
1604202947,20
1604202948,37.4
1604202949,33.3
1604202950,56.2
1604202952,43.8
1604202953,60
1604202954,31.2
1604202955,37.4
1604202956,43.8
1604202958,53.4
1604202959,31.2
1604202960,43.8
1604202961,56.2
1604202962,35.3
1604202963,43.8
1604202965,31.2
1604202966,46.7
1604202967,46.7
1604202968,25
1604202969,40
1604202970,46.7
1604202972,40
1604202973,33.3
1604202974,53.3
1604202975,53.4
1604202976,26.7
1604202977,40
1604202979,60
1604202980,43.7
1604202981,25
1604202982,43.7
1604202983,53.4
1604202985,33.3
1604202986,40
1604202987,46.7
1604202988,60
1604202989,40
1604202990,37.4
1604202992,56.2
1604202993,40
1604202994,26.7
1604202995,25
1604202996,37.5
1604202997,40
1604202999,56.2
1604203000,43.8
1604203001,37.5
1604203002,50
1604203003,53.3
1604203004,43.7
1604203006,46.7
1604203007,33.3
