1604202870582,false,128,43410712,140407564,0,0
1604202883369,false,256,84923408,144740950,0,0
1604202896170,false,384,126436496,161341387,0,0
1604202909055,true,512,167973488,144230098,0,11
1604202921769,false,128,42427512,114810136,0,0
1604202934570,false,256,83940592,127729031,0,0
1604202947370,false,384,125470072,141357170,0,0
1604202960180,true,512,166982760,131352780,0,12
1604202972966,false,128,42394072,117413978,0,0
1604202985773,false,256,83915352,99150545,0,0
1604202998672,true,385,125755944,116584589,19,7
1604203011517,false,128,42716912,116576210,0,0
1604203024269,false,256,84246064,113326864,0,0
1604203037147,false,384,126103432,129828347,0,0
1604203049878,true,512,167288344,133700191,0,9
1604203062668,false,128,42713368,141002174,0,0
1604203075468,false,256,84235136,141500111,0,0
1604203088269,false,384,125748472,148340930,0,0
1604203101080,true,512,167270160,158186160,0,5
1604203139569,false,385,126053064,136968235,0,0
1604203178104,true,770,250946304,112887149,0,9
1604203216583,true,385,126062168,101357463,0,7
1604203255074,true,385,125729400,78780980,0,6
1604203293600,true,385,126053152,79096366,0,8
1604203332083,true,385,125734640,86416798,0,4
1604203370598,true,385,126054592,102836552,0,7
1604203409072,true,385,125736608,88583089,0,5
1604203447581,true,385,126053584,86109725,0,11
