ts,load
1604203515,18.7
1604203516,6.7
1604203517,6.7
1604203518,6.7
1604203519,6.2
1604203520,0
1604203522,6.2
1604203523,6.2
1604203524,6.7
1604203525,6.7
1604203526,6.7
1604203527,6.7
1604203529,0
1604203530,6.7
1604203531,0
1604203532,0
1604203533,0
1604203534,6.7
1604203536,6.7
1604203537,56.2
1604203538,60.1
1604203539,26.7
1604203540,53.4
1604203541,53.3
1604203543,40
1604203544,33.4
1604203545,40
1604203546,62.5
1604203547,37.4
1604203549,37.4
1604203550,56.2
1604203551,73.3
1604203552,46.7
1604203553,37.5
1604203554,37.5
1604203556,60
1604203557,43.8
1604203558,25
1604203559,40
1604203560,60
1604203561,46.7
1604203563,26.7
1604203564,46.7
1604203565,56.2
1604203566,25
1604203567,43.7
1604203569,60
1604203570,40
1604203571,26.7
1604203572,43.8
1604203573,50
1604203574,40
1604203576,25
1604203577,53.4
1604203578,60
1604203579,33.3
1604203580,46.7
1604203581,56.2
1604203583,33.4
1604203584,43.8
1604203585,40
1604203586,31.2
1604203587,53.4
1604203588,46.7
1604203590,26.7
1604203591,60
1604203592,31.2
1604203593,37.5
1604203594,60
1604203595,50
1604203597,26.7
1604203598,33.3
1604203599,60
1604203600,40
1604203601,26.7
1604203603,40
1604203604,62.4
1604203605,40
1604203606,25
1604203607,33.3
1604203608,56.2
1604203610,50
1604203611,31.2
1604203612,37.4
1604203613,40
1604203614,46.7
1604203615,73.4
1604203617,43.7
1604203618,46.7
1604203619,33.3
1604203620,43.7
1604203621,40
1604203622,53.4
1604203624,43.8
1604203625,46.7
1604203626,33.4
1604203627,50
1604203628,37.4
1604203630,33.3
1604203631,46.7
1604203632,43.8
1604203633,37.5
1604203634,49.9
1604203635,50
1604203637,46.7
1604203638,60.1
1604203639,33.3
1604203640,37.5
1604203641,46.7
1604203642,50
1604203644,33.3
1604203645,46.7
1604203646,40.1
1604203647,33.3
1604203648,40
1604203649,35.3
1604203651,6.2
1604203652,40
1604203653,40
1604203654,31.2
1604203655,46.7
1604203657,33.3
1604203658,50
1604203659,56.2
1604203660,26.7
1604203661,46.7
1604203662,43.8
1604203664,50
1604203665,31.2
1604203666,46.7
1604203667,50
1604203668,43.7
1604203669,37.4
1604203671,60.1
1604203672,62.5
1604203673,50
1604203674,43.8
1604203675,31.2
1604203676,40
1604203678,46.7
1604203679,33.4
1604203680,43.7
1604203681,56.2
1604203682,33.3
1604203684,26.7
1604203685,43.8
1604203686,46.7
1604203687,56.2
1604203688,46.7
1604203689,33.4
1604203691,40
1604203692,40
1604203693,43.7
1604203694,53.3
1604203695,33.3
1604203696,40
1604203698,53.3
1604203699,46.7
1604203700,26.7
1604203701,40
1604203702,60
1604203703,40
1604203705,40
1604203706,37.5
1604203707,56.2
1604203708,31.2
1604203709,26.7
1604203711,26.7
1604203712,37.5
1604203713,50
1604203714,26.7
1604203715,46.7
1604203716,46.7
1604203718,43.8
1604203719,56.2
1604203720,43.7
1604203721,47.1
1604203722,31.2
1604203723,53.4
1604203725,26.7
1604203726,35.3
1604203727,43.8
1604203728,37.5
