1604204356990,false,128,43400872,258036899,0,0
1604204369789,false,256,84921936,271041483,0,0
1604204382590,false,384,126434944,303282764,0,0
1604204395386,false,512,167956272,299248669,0,0
1604204408184,false,640,209485552,348372212,0,0
1604204421013,false,768,251006400,299682679,0,0
1604204433875,true,896,292511344,285992699,0,12
1604204446586,false,128,42412456,288557371,0,0
1604204459389,false,256,83933960,264098062,0,0
1604204472235,false,384,125455520,266820201,0,0
1604204485039,false,512,166976416,216597299,0,0
1604204497805,true,640,208479960,201680071,0,8
1604204510587,false,128,42394912,204280560,0,0
1604204523385,false,256,83908576,170616648,0,0
1604204536189,false,384,125421848,168005852,0,0
1604204548989,false,512,166935376,198059491,0,0
1604204561799,true,640,208448912,167087184,0,9
1604204574586,false,128,42382480,170073104,0,0
1604204587463,false,256,83896080,196462977,0,0
1604204600188,false,384,125418000,220844705,0,0
1604204612993,false,512,166930976,271623183,0,0
1604204625861,false,640,208781272,249432323,0,0
1604204638586,false,768,249958144,276916469,0,0
1604204651386,false,896,291471312,305552194,0,0
1604204664205,true,1024,333001432,298738752,0,12
1604204676988,false,128,42405872,247278287,0,0
1604204689787,false,256,83919192,269825291,0,0
1604204702594,false,384,125432584,316631682,0,0
1604204715387,false,512,166938120,305919431,0,0
1604204728214,false,640,208460248,293597131,0,0
1604204740986,false,768,249989712,294980843,0,0
1604204753835,false,896,291503696,311880484,0,0
1604204766623,true,1024,333009008,271690501,0,9
1604204830637,false,640,208429360,215154774,0,0
1604204894624,true,1280,415947824,231800971,0,11
