ts,load
1604204291,12.4
1604204292,0
1604204293,0
1604204294,0
1604204295,0
1604204297,6.7
1604204298,0
1604204299,0
1604204300,0
1604204301,0
1604204302,0
1604204304,6.7
1604204305,0
1604204306,0
1604204307,0
1604204308,0
1604204309,0
1604204311,0
1604204312,0
1604204313,0
1604204314,0
1604204315,0
1604204316,0
1604204318,0
1604204319,0
1604204320,0
1604204321,6.7
1604204322,6.2
1604204323,0
1604204325,0
1604204326,0
1604204327,0
1604204328,0
1604204329,0
1604204330,0
1604204332,0
1604204333,0
1604204334,0
1604204335,0
1604204336,0
1604204337,0
1604204338,0
1604204340,0
1604204341,0
1604204342,0
1604204343,0
1604204344,50
1604204345,26.7
1604204347,25
1604204348,46.7
1604204349,26.6
1604204350,26.7
1604204351,37.5
1604204353,26.7
1604204354,26.7
1604204355,46.7
1604204356,20
1604204357,26.7
1604204358,40
1604204359,25
1604204361,26.7
1604204362,46.7
1604204363,25
1604204364,33.3
1604204365,37.5
1604204366,26.7
1604204368,26.7
1604204369,50
1604204370,26.7
1604204371,25
1604204372,33.3
1604204373,25
1604204375,31.2
1604204376,46.7
1604204377,25
1604204378,25
1604204379,40
1604204381,31.2
1604204382,26.7
1604204383,37.4
1604204384,20
1604204385,31.2
1604204386,25
1604204388,40
1604204389,25
1604204390,33.3
1604204391,26.7
1604204392,33.3
1604204393,37.4
1604204395,20
1604204396,26.7
1604204397,40
1604204398,31.2
1604204399,25
1604204400,40
1604204402,20
1604204403,37.4
1604204404,37.5
1604204405,20
1604204406,33.4
1604204407,40
1604204408,46.7
1604204410,26.7
1604204411,20
1604204412,26.7
1604204413,18.8
1604204414,26.7
1604204415,31.2
1604204417,40
1604204418,33.3
1604204419,37.4
1604204420,40
1604204421,25
1604204422,20
1604204424,18.8
1604204425,26.7
1604204426,18.8
1604204427,40
1604204428,31.2
1604204429,18.8
1604204431,26.7
1604204432,18.8
1604204433,26.7
1604204434,33.4
1604204435,13.3
1604204436,31.2
1604204438,40
1604204439,25
1604204440,26.7
1604204441,40
1604204442,26.7
1604204443,26.7
1604204445,46.7
1604204446,18.8
1604204447,25
1604204448,46.7
1604204449,20
1604204450,26.7
1604204452,33.3
1604204453,26.7
1604204454,33.3
1604204455,37.5
1604204456,20
1604204457,37.5
1604204459,40
1604204460,26.7
1604204461,46.7
1604204462,33.3
1604204463,20
1604204464,40
1604204466,25
1604204467,6.7
1604204468,13.3
1604204469,18.8
1604204470,46.7
1604204471,18.8
1604204473,20
1604204474,37.5
1604204475,40
1604204476,53.3
1604204477,31.2
1604204478,26.7
1604204480,40
1604204481,18.8
1604204482,20
1604204483,31.2
1604204484,53.4
1604204485,18.8
1604204487,40
1604204488,26.7
1604204489,37.5
1604204490,20
1604204491,33.3
1604204492,40
1604204494,18.8
1604204495,40
1604204496,25
1604204497,20
1604204498,37.5
1604204499,25
1604204501,40
1604204502,40
1604204503,25
1604204504,20
1604204505,37.5
1604204506,20
1604204508,31.2
1604204509,46.7
1604204510,20
1604204511,25
1604204512,40
1604204513,18.8
1604204515,26.7
1604204516,40
1604204517,20
1604204518,26.7
1604204519,40
1604204520,20
1604204522,33.3
1604204523,43.7
1604204524,20
1604204525,40
1604204526,31.2
1604204527,26.7
1604204529,20
1604204530,40
1604204531,31.2
1604204532,25
1604204533,40
1604204534,25
1604204536,26.7
1604204537,37.4
1604204538,20
1604204539,25
1604204540,46.7
1604204541,12.5
1604204543,26.7
1604204544,46.7
1604204545,20
1604204546,46.6
1604204547,37.5
1604204548,20
1604204550,26.7
1604204551,53.4
1604204552,20
1604204553,31.2
1604204554,53.4
1604204555,25
1604204557,26.7
1604204558,40
1604204559,20
1604204560,33.4
1604204561,46.7
1604204562,31.2
1604204564,26.7
1604204565,37.5
1604204566,33.4
1604204567,31.2
1604204568,37.5
1604204569,26.7
1604204571,31.2
1604204572,40
1604204573,18.8
1604204574,33.3
1604204575,40
1604204576,25
1604204578,33.3
1604204579,37.5
1604204580,26.7
1604204581,26.7
1604204582,40
1604204583,13.3
1604204585,33.3
1604204586,20
1604204587,25
1604204588,25
1604204589,33.3
1604204590,33.4
1604204592,43.8
1604204593,18.8
1604204594,20
1604204595,46.7
1604204596,26.7
1604204597,33.4
1604204599,37.5
1604204600,26.7
1604204601,25
1604204602,40
1604204603,26.7
1604204604,25
1604204606,40
1604204607,20
1604204608,26.7
1604204609,40
1604204610,26.7
1604204611,25
1604204613,46.7
1604204614,31.2
1604204615,25
1604204616,40
1604204617,18.8
1604204618,25
1604204620,40
1604204621,18.8
1604204622,31.2
1604204623,40
1604204624,18.8
1604204625,13.3
1604204627,20
1604204628,37.5
1604204629,20
1604204630,20
1604204631,46.7
1604204632,37.4
1604204634,29.4
1604204635,40
1604204636,40
1604204637,40
1604204638,20
1604204639,46.7
1604204641,18.8
1604204642,26.7
1604204643,33.4
1604204644,25
1604204645,33.3
1604204646,26.7
1604204648,31.2
1604204649,20
1604204650,18.8
1604204651,40
1604204652,18.8
1604204653,26.7
1604204655,40
1604204656,31.2
1604204657,26.7
1604204658,40
1604204659,25
1604204660,18.8
1604204662,40
1604204663,26.7
1604204664,31.2
1604204665,33.3
1604204666,18.8
1604204667,18.8
1604204669,40
1604204670,33.3
1604204671,31.2
1604204672,40
1604204673,40
1604204674,18.8
1604204676,40
1604204677,26.7
1604204678,26.7
1604204679,37.5
1604204680,20
1604204681,25
1604204683,33.3
1604204684,18.8
1604204685,25
1604204686,40
1604204687,20
1604204688,40
1604204690,40
1604204691,26.7
1604204692,40
1604204693,40
1604204694,20
1604204695,31.2
1604204697,46.7
1604204698,26.7
1604204699,33.3
1604204700,31.2
1604204701,20
1604204702,33.3
1604204704,40
1604204705,25
1604204706,33.3
1604204707,31.2
1604204708,13.3
1604204709,33.3
1604204711,31.2
1604204712,26.7
1604204713,25
1604204714,40
1604204715,18.8
1604204716,33.3
1604204718,40
1604204719,25
1604204720,33.3
1604204721,33.3
1604204722,20
1604204723,33.3
1604204725,40
1604204726,20
1604204727,43.8
1604204728,26.7
1604204729,23.5
1604204730,31.2
1604204732,13.3
1604204733,26.7
1604204734,25
1604204735,46.7
1604204736,18.8
1604204737,6.7
1604204739,33.3
1604204740,43.7
1604204741,40
1604204742,31.2
1604204743,40
1604204744,26.7
1604204746,37.5
1604204747,18.8
1604204748,25
1604204749,33.4
1604204750,37.5
1604204751,40
1604204753,40
1604204754,25
1604204755,40
1604204756,25
1604204757,26.7
1604204758,6.7
1604204760,37.5
1604204761,33.3
1604204762,18.8
1604204763,37.5
1604204764,40
1604204765,37.5
1604204767,40
1604204768,26.7
1604204769,43.7
1604204770,40
1604204771,18.8
1604204772,20
1604204774,46.7
1604204775,26.7
1604204776,6.2
1604204777,33.4
1604204778,37.5
1604204779,40
1604204781,20
1604204782,25
1604204783,26.7
1604204784,43.7
1604204785,13.3
1604204786,33.4
1604204788,37.5
1604204789,26.7
1604204790,26.7
1604204791,43.7
1604204792,20
1604204793,25
1604204795,40
1604204796,18.8
1604204797,33.3
1604204798,37.5
1604204799,20
1604204800,12.5
1604204802,33.3
1604204803,31.2
1604204804,40
1604204805,20
1604204806,40
1604204807,18.8
1604204809,26.7
1604204810,20
1604204811,33.3
1604204812,40
1604204813,26.7
1604204814,31.2
1604204816,33.3
1604204817,18.8
1604204818,26.7
1604204819,37.5
1604204820,20
1604204821,25
1604204823,40
1604204824,20
1604204825,26.7
1604204826,46.7
1604204827,33.4
1604204828,25
1604204830,31.2
1604204831,40
1604204832,43.7
1604204833,33.4
1604204834,43.7
1604204835,13.3
1604204837,40
1604204838,12.5
1604204839,26.7
1604204840,37.5
1604204841,20
1604204842,31.2
1604204844,33.3
1604204845,26.7
1604204846,26.7
1604204847,49.9
1604204848,40
1604204849,33.3
1604204851,53.4
1604204852,13.3
1604204853,33.3
1604204854,25
1604204855,13.3
1604204856,37.5
1604204858,31.2
1604204859,20
1604204860,37.5
1604204861,33.3
1604204862,18.8
1604204863,40
1604204865,20
1604204866,25
1604204867,40
1604204868,25
1604204869,33.3
1604204870,37.5
1604204871,20
1604204873,25
1604204874,46.7
1604204875,20
1604204876,31.2
1604204877,40
1604204878,25
1604204880,33.4
1604204881,37.5
1604204882,33.4
1604204883,31.2
1604204884,40
1604204885,20
1604204887,33.4
1604204888,37.4
1604204889,40
1604204890,20
1604204891,20
1604204892,40
1604204894,40
1604204895,25
1604204896,40
1604204897,31.2
1604204898,33.3
1604204899,26.7
1604204901,37.5
1604204902,26.7
1604204903,20
1604204904,43.7
1604204905,33.4
1604204906,25
1604204908,40
1604204909,18.8
1604204910,46.7
1604204911,18.8
1604204912,20
