ts,load
1604204322,0
1604204323,0
1604204324,0
1604204325,0
1604204327,13.4
1604204328,0
1604204329,0
1604204330,6.2
1604204331,0
1604204332,0
1604204334,0
1604204335,6.7
1604204336,0
1604204337,13.4
1604204338,6.7
1604204339,0
1604204341,6.2
1604204342,6.7
1604204343,0
1604204344,46.7
1604204345,86.6
1604204347,40
1604204348,37.4
1604204349,50
1604204350,31.2
1604204351,18.8
1604204352,40
1604204354,53.3
1604204355,40
1604204356,31.2
1604204357,43.7
1604204358,75
1604204359,25
1604204361,37.4
1604204362,43.8
1604204363,46.7
1604204364,26.7
1604204365,33.3
1604204366,50
1604204368,43.7
1604204369,26.7
1604204370,25
1604204371,40
1604204372,60
1604204374,37.4
1604204375,25
1604204376,37.5
1604204377,50
1604204378,31.2
1604204379,33.3
1604204381,53.3
1604204382,43.7
1604204383,18.8
1604204384,37.5
1604204385,25
1604204386,43.8
1604204388,31.2
1604204389,37.5
1604204390,40
1604204391,46.7
1604204392,26.7
1604204393,25
1604204395,66.7
1604204396,37.5
1604204397,18.8
1604204398,31.2
1604204399,53.4
1604204401,40
1604204402,26.7
1604204403,46.7
1604204404,43.8
1604204405,46.6
1604204406,33.4
1604204408,53.4
1604204409,46.7
1604204410,43.8
1604204411,31.2
1604204412,26.7
1604204413,53.4
1604204415,33.3
1604204416,20
1604204417,60
1604204418,37.4
1604204419,26.7
1604204420,37.5
1604204422,37.5
1604204423,50
1604204424,43.8
1604204425,31.2
1604204426,40
1604204428,26.7
1604204429,33.3
1604204430,46.7
1604204431,40
1604204432,40
1604204433,43.8
1604204435,37.4
1604204436,53.3
1604204437,26.7
1604204438,53.3
1604204439,46.7
1604204440,37.4
1604204442,31.2
1604204443,50
1604204444,37.4
1604204445,25
1604204446,37.5
1604204447,50
1604204449,37.4
1604204450,37.4
1604204451,53.4
1604204452,53.4
1604204453,33.3
1604204454,37.5
1604204456,53.4
1604204457,46.7
1604204458,31.2
1604204459,25
1604204460,50
1604204462,31.2
1604204463,33.4
1604204464,46.7
1604204465,53.3
1604204466,33.3
1604204467,25
1604204469,40
1604204470,40
1604204471,31.2
1604204472,43.7
1604204473,31.2
1604204474,33.3
1604204476,37.5
1604204477,53.3
1604204478,40
1604204479,26.7
