ts,load
1604205016,18.7
1604205017,0
1604205019,6.7
1604205020,0
1604205021,0
1604205022,0
1604205023,37.5
1604205024,40
1604205026,43.8
1604205027,120
1604205028,31.2
1604205029,46.7
1604205030,43.7
1604205032,60
1604205033,56.2
1604205034,31.2
1604205035,40
1604205036,50
1604205037,40
1604205039,25
1604205040,40
1604205041,62.4
1604205042,37.5
1604205043,46.7
1604205044,46.7
1604205046,60
1604205047,50
1604205048,46.7
1604205049,37.4
1604205050,43.8
1604205052,56.2
1604205053,93.8
1604205054,31.2
1604205055,46.7
1604205056,50
1604205057,50
1604205059,43.6
1604205060,37.4
1604205061,43.8
1604205062,50
1604205063,43.6
1604205064,31.2
1604205066,53.4
1604205067,56.2
1604205068,37.4
1604205069,37.4
1604205070,40
1604205072,62.4
1604205073,50
1604205074,26.7
1604205075,43.7
1604205076,43.8
1604205077,53.3
1604205079,33.4
1604205080,31.2
1604205081,50
1604205082,43.8
1604205083,37.4
1604205084,31.2
1604205086,50
1604205087,43.8
1604205088,40
1604205089,33.3
1604205090,62.4
1604205092,50
1604205093,43.7
1604205094,37.4
1604205095,31.2
1604205096,56.3
1604205097,56.2
1604205099,31.2
1604205100,31.2
1604205101,50
1604205102,43.8
1604205103,37.4
1604205104,33.3
1604205106,43.7
1604205107,56.2
1604205108,50
1604205109,33.4
1604205110,43.7
1604205112,43.8
1604205113,53.4
1604205114,25
1604205115,43.8
1604205116,56.2
1604205117,37.5
1604205119,31.2
1604205120,37.5
1604205121,73.4
1604205122,31.2
1604205123,26.7
1604205124,37.4
1604205126,35.3
1604205127,62.4
1604205128,43.7
1604205129,37.4
1604205130,31.2
1604205132,50
1604205133,56.2
1604205134,33.3
1604205135,40
1604205136,46.7
1604205137,43.8
1604205139,33.3
1604205140,33.4
1604205141,37.5
1604205142,53.3
1604205143,33.3
1604205144,25
1604205146,43.7
1604205147,56.2
1604205148,49.9
1604205149,37.4
1604205150,37.5
1604205152,43.8
1604205153,50
1604205154,53.4
1604205155,33.3
1604205156,62.4
1604205157,43.8
1604205159,35.3
1604205160,37.4
1604205161,37.4
1604205162,50
1604205163,43.7
1604205164,26.7
1604205166,53.4
1604205167,53.3
1604205168,37.5
1604205169,33.4
1604205170,33.3
1604205172,53.3
1604205173,43.7
1604205174,25
1604205175,43.8
1604205176,60
1604205177,49.9
1604205179,26.7
1604205180,46.7
1604205181,56.2
1604205182,40
1604205183,33.4
1604205184,56.2
1604205186,50
1604205187,37.5
1604205188,33.3
1604205189,43.7
1604205190,47.1
1604205192,60.1
1604205193,37.5
1604205194,25
1604205195,31.2
1604205196,43.8
1604205197,56.2
1604205199,37.4
1604205200,33.3
1604205201,56.2
1604205202,50
1604205203,25
1604205204,33.3
1604205206,50
1604205207,50
1604205208,26.7
1604205209,40
1604205210,56.2
1604205212,53.4
1604205213,26.7
1604205214,37.4
1604205215,56.2
1604205216,46.7
1604205217,31.2
1604205219,33.3
1604205220,56.2
1604205221,43.7
1604205222,26.7
1604205223,46.7
1604205224,56.2
1604205226,50
1604205227,31.2
1604205228,31.2
1604205229,43.8
1604205230,43.8
1604205231,26.7
1604205233,43.7
1604205234,50
1604205235,50
1604205236,26.7
1604205237,40
1604205239,56.2
1604205240,46.7
1604205241,31.2
1604205242,31.2
1604205243,43.8
1604205244,43.8
1604205246,25
1604205247,46.7
1604205248,56.2
1604205249,50
1604205250,31.2
1604205251,33.3
1604205253,31.2
1604205254,41.2
1604205255,47.1
1604205256,50
1604205257,31.2
1604205259,37.4
1604205260,37.5
1604205261,56.2
1604205262,33.3
1604205263,46.7
1604205264,56.2
1604205266,50
1604205267,31.2
1604205268,37.4
1604205269,60
1604205270,50
1604205271,25
1604205273,33.3
1604205274,50
1604205275,46.7
1604205276,33.3
1604205277,33.3
1604205279,37.5
1604205280,53
1604205281,50
1604205282,25
1604205283,37.5
1604205284,41.2
1604205286,50
1604205287,40
1604205288,46.7
1604205289,43.8
1604205290,50
1604205292,31.2
1604205293,26.7
1604205294,43.8
1604205295,33.4
1604205296,56.2
1604205297,41.2
1604205299,33.3
1604205300,43.8
1604205301,43.7
1604205302,31.2
1604205303,40
1604205304,50
1604205306,50
1604205307,40
1604205308,25
1604205309,37.4
1604205310,46.7
1604205312,37.5
1604205313,33.4
1604205314,37.5
1604205315,50
1604205316,37.5
1604205317,31.2
1604205319,40
1604205320,50
1604205321,43.8
1604205322,31.2
1604205323,43.7
1604205324,60
1604205326,43.7
1604205327,31.2
1604205328,43.7
1604205329,50
1604205330,62.4
1604205332,50
1604205333,26.7
1604205334,43.6
1604205335,50
1604205336,46.7
